label,timeset,weight<total_link_strength>,weight<norm._citations>,score<citations>,score<norm._citations>,score<pub._year>,weight<links>,weight<citations>,cluster,title,source,description,url,id,main_topic
verhoef (1999),,489,1.1704,21,1.1704,1999,210,21,1,"time, speeds, flows and densities in static models of road traffic congestion and congestion pricing",regional science and urban economics,"<table><tr><td>Authors:</td><td>verhoef, et</td></tr><tr><td>Title:</td><td>time, speeds, flows and densities in static models of road traffic congestion and congestion pricing</td></tr><tr><td>Source:</td><td>regional science and urban economics, 29(3), 341-369</td></tr><tr><td>Year:</td><td>1999</td></tr></table>",http://dx.doi.org/10.1016/s0166-0462(98)00032-5,6740,
liu (1999),,248,3.5668,64,3.5668,1999,167,64,1,economic efficiency of second-best congestion pricing schemes in urban highway systems,transportation research part b-methodological,"<table><tr><td>Authors:</td><td>liu, ln; mcdonald, jf</td></tr><tr><td>Title:</td><td>economic efficiency of second-best congestion pricing schemes in urban highway systems</td></tr><tr><td>Source:</td><td>transportation research part b-methodological, 33(3), 157-188</td></tr><tr><td>Year:</td><td>1999</td></tr></table>",http://dx.doi.org/10.1016/s0191-2615(98)00025-3,6746,
dial (1999),,107,3.2882,59,3.2882,1999,77,59,1,minimal-revenue congestion pricing part i: a fast algorithm for the single-origin case,transportation research part b-methodological,"<table><tr><td>Authors:</td><td>dial, rb</td></tr><tr><td>Title:</td><td>minimal-revenue congestion pricing part i: a fast algorithm for the single-origin case</td></tr><tr><td>Source:</td><td>transportation research part b-methodological, 33(3), 189-202</td></tr><tr><td>Year:</td><td>1999</td></tr></table>",http://dx.doi.org/10.1016/s0191-2615(98)00026-5,6747,
scott (1999),,101,2.6751,48,2.6751,1999,50,48,6,"equal opportunity, unequal results - determinants of household recycling intensity",environment and behavior,"<table><tr><td>Authors:</td><td>scott, d</td></tr><tr><td>Title:</td><td>equal opportunity, unequal results - determinants of household recycling intensity</td></tr><tr><td>Source:</td><td>environment and behavior, 31(2), 267-290</td></tr><tr><td>Year:</td><td>1999</td></tr></table>",http://dx.doi.org/10.1177/00139169921972100,6751,"{recycl, household, collect}"
yang (1999),,234,2.5079,45,2.5079,1999,140,45,1,carpooling and congestion pricing in a multilane highway with high-occupancy-vehicle lanes,transportation research part a-policy and practice,"<table><tr><td>Authors:</td><td>yang, h; huang, hj</td></tr><tr><td>Title:</td><td>carpooling and congestion pricing in a multilane highway with high-occupancy-vehicle lanes</td></tr><tr><td>Source:</td><td>transportation research part a-policy and practice, 33(2), 139-155</td></tr><tr><td>Year:</td><td>1999</td></tr></table>",http://dx.doi.org/10.1016/s0965-8564(98)00035-4,6757,
williams (1999),,112,1.0032,18,1.0032,1999,68,18,2,"metropolitan governance and strategic planning: a review of experience in manchester, melbourne, and toronto",progress in planning,"<table><tr><td>Authors:</td><td>williams, g</td></tr><tr><td>Title:</td><td>metropolitan governance and strategic planning: a review of experience in manchester, melbourne, and toronto</td></tr><tr><td>Source:</td><td>progress in planning, 52, 1-100</td></tr><tr><td>Year:</td><td>1999</td></tr></table>",http://dx.doi.org/10.1016/s0305-9006(99)90003-x,6762,
ferrari (1999),,131,1.8949,34,1.8949,1999,91,34,1,a model of urban transport management,transportation research part b-methodological,"<table><tr><td>Authors:</td><td>ferrari, p</td></tr><tr><td>Title:</td><td>a model of urban transport management</td></tr><tr><td>Source:</td><td>transportation research part b-methodological, 33(1), 43-61</td></tr><tr><td>Year:</td><td>1999</td></tr></table>",http://dx.doi.org/10.1016/s0191-2615(98)00027-7,6766,
dewees (1998),,84,0.347,9,0.347,1998,47,9,6,economic analysis of packaging waste reduction,canadian public policy-analyse de politiques,"<table><tr><td>Authors:</td><td>dewees, dn; hare, mj</td></tr><tr><td>Title:</td><td>economic analysis of packaging waste reduction</td></tr><tr><td>Source:</td><td>canadian public policy-analyse de politiques, 24(4), 453-470</td></tr><tr><td>Year:</td><td>1998</td></tr></table>",http://dx.doi.org/10.2307/3552019,6770,"{recycl, household, collect}"
liu (1998),,235,1.6193,42,1.6193,1998,158,42,1,efficient congestion tolls in the presence of unpriced congestion: a peak and off-peak simulation model,journal of urban economics,"<table><tr><td>Authors:</td><td>liu, ln; mcdonald, jf</td></tr><tr><td>Title:</td><td>efficient congestion tolls in the presence of unpriced congestion: a peak and off-peak simulation model</td></tr><tr><td>Source:</td><td>journal of urban economics, 44(3), 352-366</td></tr><tr><td>Year:</td><td>1998</td></tr></table>",http://dx.doi.org/10.1006/juec.1997.2073,6777,"{toll, lane, link}"
choe (1998),,165,0.5398,14,0.5398,1998,51,14,6,the economics of household waste management: a review,australian journal of agricultural and resource economics,"<table><tr><td>Authors:</td><td>choe, c; fraser, i</td></tr><tr><td>Title:</td><td>the economics of household waste management: a review</td></tr><tr><td>Source:</td><td>australian journal of agricultural and resource economics, 42(3), 269-302</td></tr><tr><td>Year:</td><td>1998</td></tr></table>",http://dx.doi.org/10.1111/1467-8489.00052,6781,"{wast, manag, solid}"
murray (1998),,73,3.5855,93,3.5855,1998,62,93,2,public transportation access,transportation research part d-transport and environment,"<table><tr><td>Authors:</td><td>murray, at; davis, r; stimson, rj; ferreira, l</td></tr><tr><td>Title:</td><td>public transportation access</td></tr><tr><td>Source:</td><td>transportation research part d-transport and environment, 3(5), 319-328</td></tr><tr><td>Year:</td><td>1998</td></tr></table>",http://dx.doi.org/10.1016/s1361-9209(98)00010-8,6788,
calfee (1998),,150,3.2771,85,3.2771,1998,116,85,1,the value of automobile travel time: implications for congestion policy,journal of public economics,"<table><tr><td>Authors:</td><td>calfee, j; winston, c</td></tr><tr><td>Title:</td><td>the value of automobile travel time: implications for congestion policy</td></tr><tr><td>Source:</td><td>journal of public economics, 69(1), 83-102</td></tr><tr><td>Year:</td><td>1998</td></tr></table>",http://dx.doi.org/10.1016/s0047-2727(97)00095-9,6795,
plaut (1998),,94,0.3855,10,0.3855,1998,85,10,1,the comparison and ranking of policies for abating mobile-source emissions,transportation research part d-transport and environment,"<table><tr><td>Authors:</td><td>plaut, po</td></tr><tr><td>Title:</td><td>the comparison and ranking of policies for abating mobile-source emissions</td></tr><tr><td>Source:</td><td>transportation research part d-transport and environment, 3(4), 193-205</td></tr><tr><td>Year:</td><td>1998</td></tr></table>",http://dx.doi.org/10.1016/s1361-9209(97)00036-9,6798,
wie (1998),,117,1.5807,41,1.5807,1998,82,41,1,dynamic congestion pricing models for general traffic networks,transportation research part b-methodological,"<table><tr><td>Authors:</td><td>wie, bw; tobin, rl</td></tr><tr><td>Title:</td><td>dynamic congestion pricing models for general traffic networks</td></tr><tr><td>Source:</td><td>transportation research part b-methodological, 32(5), 313-327</td></tr><tr><td>Year:</td><td>1998</td></tr></table>",http://dx.doi.org/10.1016/s0191-2615(97)00043-x,6804,
yang (1998),,233,2.7759,72,2.7759,1998,132,72,1,"departure time, route choice and congestion toll in a queuing network with elastic demand",transportation research part b-methodological,"<table><tr><td>Authors:</td><td>yang, h; meng, q</td></tr><tr><td>Title:</td><td>departure time, route choice and congestion toll in a queuing network with elastic demand</td></tr><tr><td>Source:</td><td>transportation research part b-methodological, 32(4), 247-260</td></tr><tr><td>Year:</td><td>1998</td></tr></table>",http://dx.doi.org/10.1016/s0191-2615(97)00041-6,6808,
boarnet (1998),,60,0.6169,16,0.6169,1998,48,16,2,public finance and transit-oriented planning: new evidence from southern california,journal of planning education and research,"<table><tr><td>Authors:</td><td>boarnet, mg; crane, r</td></tr><tr><td>Title:</td><td>public finance and transit-oriented planning: new evidence from southern california</td></tr><tr><td>Source:</td><td>journal of planning education and research, 17(3), 206-219</td></tr><tr><td>Year:</td><td>1998</td></tr></table>",http://dx.doi.org/10.1177/0739456x9801700302,6817,
de borger (1998),,227,0.7325,19,0.7325,1998,123,19,8,transport externalities and optimal pricing and supply decisions in urban transportation: a simulation analysis for belgium,regional science and urban economics,"<table><tr><td>Authors:</td><td>de borger, b; wouters, s</td></tr><tr><td>Title:</td><td>transport externalities and optimal pricing and supply decisions in urban transportation: a simulation analysis for belgium</td></tr><tr><td>Source:</td><td>regional science and urban economics, 28(2), 163-197</td></tr><tr><td>Year:</td><td>1998</td></tr></table>",http://dx.doi.org/10.1016/s0166-0462(97)00018-5,6820,
baldassare (1998),,59,0.5012,13,0.5012,1998,49,13,7,suburban attitudes toward policies aimed at reducing solo driving,transportation,"<table><tr><td>Authors:</td><td>baldassare, m; ryan, s; katz, c</td></tr><tr><td>Title:</td><td>suburban attitudes toward policies aimed at reducing solo driving</td></tr><tr><td>Source:</td><td>transportation, 25(1), 99-117</td></tr><tr><td>Year:</td><td>1998</td></tr></table>",http://dx.doi.org/10.1023/a:1004982709482,6825,
harris (1998),,62,0.3084,8,0.3084,1998,42,8,2,how the past matters: north american cities in the twentieth century,journal of urban affairs,"<table><tr><td>Authors:</td><td>harris, r; lewis, r</td></tr><tr><td>Title:</td><td>how the past matters: north american cities in the twentieth century</td></tr><tr><td>Source:</td><td>journal of urban affairs, 20(2), 159-174</td></tr><tr><td>Year:</td><td>1998</td></tr></table>",http://dx.doi.org/10.1111/j.1467-9906.1998.tb00416.x,6832,"{urban, land, citi}"
yang (1998),,187,4.7036,122,4.7036,1998,123,122,1,principle of marginal-cost pricing: how does it work in a general road network?,transportation research part a-policy and practice,"<table><tr><td>Authors:</td><td>yang, h; huang, hj</td></tr><tr><td>Title:</td><td>principle of marginal-cost pricing: how does it work in a general road network?</td></tr><tr><td>Source:</td><td>transportation research part a-policy and practice, 32(1), 45-54</td></tr><tr><td>Year:</td><td>1998</td></tr></table>",http://dx.doi.org/10.1016/s0965-8564(97)00018-9,6848,
small (1997),,547,0.7945,16,0.7945,1997,275,16,1,economics and urban transportation policy in the united states,regional science and urban economics,"<table><tr><td>Authors:</td><td>small, ka</td></tr><tr><td>Title:</td><td>economics and urban transportation policy in the united states</td></tr><tr><td>Source:</td><td>regional science and urban economics, 27(6), 671-691</td></tr><tr><td>Year:</td><td>1997</td></tr></table>",http://dx.doi.org/10.1016/s0166-0462(96)02166-7,6861,
shoup (1997),,63,1.7876,36,1.7876,1997,32,36,7,the high cost of free parking,journal of planning education and research,"<table><tr><td>Authors:</td><td>shoup, dc</td></tr><tr><td>Title:</td><td>the high cost of free parking</td></tr><tr><td>Source:</td><td>journal of planning education and research, 17(1), 3-20</td></tr><tr><td>Year:</td><td>1997</td></tr></table>",http://dx.doi.org/10.1177/0739456x9701700102,6868,
lo (1997),,219,0.5959,12,0.5959,1997,156,12,1,toward an evaluation framework for road pricing,journal of transportation engineering-asce,"<table><tr><td>Authors:</td><td>lo, hk; hickman, md</td></tr><tr><td>Title:</td><td>toward an evaluation framework for road pricing</td></tr><tr><td>Source:</td><td>journal of transportation engineering-asce, 123(4), 316-324</td></tr><tr><td>Year:</td><td>1997</td></tr></table>",http://dx.doi.org/10.1061/(asce)0733-947x(1997)123:4(316),6876,
hamburg (1997),,52,0.2979,6,0.2979,1997,31,6,6,"municipal waste recycling in brandon, manitoba: determinants of participatory behaviour",canadian geographer-geographe canadien,"<table><tr><td>Authors:</td><td>hamburg, kt; haque, ce; everitt, jc</td></tr><tr><td>Title:</td><td>municipal waste recycling in brandon, manitoba: determinants of participatory behaviour</td></tr><tr><td>Source:</td><td>canadian geographer-geographe canadien, 41(2), 149-165</td></tr><tr><td>Year:</td><td>1997</td></tr></table>",http://dx.doi.org/10.1111/j.1541-0064.1997.tb01155.x,6884,"{recycl, household, collect}"
alhindi (1997),,45,1.7379,35,1.7379,1997,37,35,2,"the hidden histories and geographies of neotraditional town planning: the case of seaside, florida",environment and planning d-society & space,"<table><tr><td>Authors:</td><td>alhindi, kf; staddon, c</td></tr><tr><td>Title:</td><td>the hidden histories and geographies of neotraditional town planning: the case of seaside, florida</td></tr><tr><td>Source:</td><td>environment and planning d-society & space, 15(3), 349-372</td></tr><tr><td>Year:</td><td>1997</td></tr></table>",http://dx.doi.org/10.1068/d150349,6886,"{urban, land, citi}"
johansson (1997),,311,1.7876,36,1.7876,1997,161,36,1,"optimal road-pricing: simultaneous treatment of time losses, increased fuel consumption, and emissions",transportation research part d-transport and environment,"<table><tr><td>Authors:</td><td>johansson, o</td></tr><tr><td>Title:</td><td>optimal road-pricing: simultaneous treatment of time losses, increased fuel consumption, and emissions</td></tr><tr><td>Source:</td><td>transportation research part d-transport and environment, 2(2), 77-87</td></tr><tr><td>Year:</td><td>1997</td></tr></table>",http://dx.doi.org/10.1016/s1361-9209(96)00018-1,6889,
phang (1997),,179,1.2414,25,1.2414,1997,110,25,1,from manual to electronic road congestion pricing: the singapore experience and experiment,transportation research part e-logistics and transportation review,"<table><tr><td>Authors:</td><td>phang, sy; toh, rs</td></tr><tr><td>Title:</td><td>from manual to electronic road congestion pricing: the singapore experience and experiment</td></tr><tr><td>Source:</td><td>transportation research part e-logistics and transportation review, 33(2), 97-106</td></tr><tr><td>Year:</td><td>1997</td></tr></table>",http://dx.doi.org/10.1016/s1366-5545(97)00006-9,6890,
banister (1997),,86,2.1352,43,2.1352,1997,70,43,2,reducing the need to travel,environment and planning b-planning & design,"<table><tr><td>Authors:</td><td>banister, d</td></tr><tr><td>Title:</td><td>reducing the need to travel</td></tr><tr><td>Source:</td><td>environment and planning b-planning & design, 24(3), 437-449</td></tr><tr><td>Year:</td><td>1997</td></tr></table>",http://dx.doi.org/10.1068/b240437,6892,"{develop, sustain, plan}"
yang (1997),,112,5.611,113,5.611,1997,73,113,1,sensitivity analysis for the elastic-demand network equilibrium problem with applications,transportation research part b-methodological,"<table><tr><td>Authors:</td><td>yang, h</td></tr><tr><td>Title:</td><td>sensitivity analysis for the elastic-demand network equilibrium problem with applications</td></tr><tr><td>Source:</td><td>transportation research part b-methodological, 31(1), 55-70</td></tr><tr><td>Year:</td><td>1997</td></tr></table>",http://dx.doi.org/10.1016/s0191-2615(96)00015-x,6908,
abbott (1997),,88,1.9862,40,1.9862,1997,65,40,2,the portland region: where city and suburbs talk to each other - and often agree,housing policy debate,"<table><tr><td>Authors:</td><td>abbott, c</td></tr><tr><td>Title:</td><td>the portland region: where city and suburbs talk to each other - and often agree</td></tr><tr><td>Source:</td><td>housing policy debate, 8(1), 11-51</td></tr><tr><td>Year:</td><td>1997</td></tr></table>",,6917,
bergendorff (1997),,196,2.7807,56,2.7807,1997,124,56,1,congestion toll pricing of traffic networks,network optimization,"<table><tr><td>Authors:</td><td>bergendorff, p; hearn, dw; ramana, mv</td></tr><tr><td>Title:</td><td>congestion toll pricing of traffic networks</td></tr><tr><td>Source:</td><td>network optimization, 450, 51-71</td></tr><tr><td>Year:</td><td>1997</td></tr></table>",,6919,
braid (1996),,334,6.4165,83,6.4165,1996,144,83,1,peak-load pricing of a transportation route with an unpriced substitute,journal of urban economics,"<table><tr><td>Authors:</td><td>braid, rm</td></tr><tr><td>Title:</td><td>peak-load pricing of a transportation route with an unpriced substitute</td></tr><tr><td>Source:</td><td>journal of urban economics, 40(2), 179-197</td></tr><tr><td>Year:</td><td>1996</td></tr></table>",http://dx.doi.org/10.1006/juec.1996.0028,6933,"{price, congest, road}"
verhoef (1996),,247,1.4688,19,1.4688,1996,164,19,1,"information provision, flat and fine congestion tolling and the efficiency of road usage",regional science and urban economics,"<table><tr><td>Authors:</td><td>verhoef, et; emmerink, rhm; nijkamp, p; rietveld, p</td></tr><tr><td>Title:</td><td>information provision, flat and fine congestion tolling and the efficiency of road usage</td></tr><tr><td>Source:</td><td>regional science and urban economics, 26(5), 505-529</td></tr><tr><td>Year:</td><td>1996</td></tr></table>",http://dx.doi.org/10.1016/0166-0462(96)02130-8,6940,"{toll, lane, link}"
emmerink (1996),,112,1.0823,14,1.0823,1996,88,14,1,endogenising demand for information in road transport,annals of regional science,"<table><tr><td>Authors:</td><td>emmerink, rhm; verhoef, et; nijkamp, p; rietveld, p</td></tr><tr><td>Title:</td><td>endogenising demand for information in road transport</td></tr><tr><td>Source:</td><td>annals of regional science, 30(2), 201-222</td></tr><tr><td>Year:</td><td>1996</td></tr></table>",,6946,
wunsch (1996),,60,1.005,13,1.005,1996,57,13,8,cost and productivity of major urban transit systems in europe - an exploratory analysis,journal of transport economics and policy,"<table><tr><td>Authors:</td><td>wunsch, p</td></tr><tr><td>Title:</td><td>cost and productivity of major urban transit systems in europe - an exploratory analysis</td></tr><tr><td>Source:</td><td>journal of transport economics and policy, 30(2), 171</td></tr><tr><td>Year:</td><td>1996</td></tr></table>",,6954,
lober (1996),,103,0.7731,10,0.7731,1996,51,10,6,municipal solid waste policy and public participation in household source reduction,waste management & research,"<table><tr><td>Authors:</td><td>lober, dj</td></tr><tr><td>Title:</td><td>municipal solid waste policy and public participation in household source reduction</td></tr><tr><td>Source:</td><td>waste management & research, 14(2), 125-143</td></tr><tr><td>Year:</td><td>1996</td></tr></table>",,6959,
chin (1996),,77,2.7057,35,2.7057,1996,68,35,1,containing air pollution and traffic congestion: transport policy and the environment in singapore,atmospheric environment,"<table><tr><td>Authors:</td><td>chin, ath</td></tr><tr><td>Title:</td><td>containing air pollution and traffic congestion: transport policy and the environment in singapore</td></tr><tr><td>Source:</td><td>atmospheric environment, 30(5), 787-801</td></tr><tr><td>Year:</td><td>1996</td></tr></table>",http://dx.doi.org/10.1016/1352-2310(95)00173-5,6960,"{air, pollut, qualiti}"
deborger (1996),,210,2.2419,29,2.2419,1996,132,29,8,optimal pricing of urban passenger transport - a simulation exercise for belgium,journal of transport economics and policy,"<table><tr><td>Authors:</td><td>deborger, b; mayeres, i; proost, s; wouters, s</td></tr><tr><td>Title:</td><td>optimal pricing of urban passenger transport - a simulation exercise for belgium</td></tr><tr><td>Source:</td><td>journal of transport economics and policy, 30(1), 31</td></tr><tr><td>Year:</td><td>1996</td></tr></table>",,6971,
banister (1996),,59,1.8554,24,1.8554,1996,46,24,2,"energy, quality of life and the environment: the role of transport",transport reviews,"<table><tr><td>Authors:</td><td>banister, d</td></tr><tr><td>Title:</td><td>energy, quality of life and the environment: the role of transport</td></tr><tr><td>Source:</td><td>transport reviews, 16(1), 23-35</td></tr><tr><td>Year:</td><td>1996</td></tr></table>",http://dx.doi.org/10.1080/01441649608716931,6979,"{transport, public, access}"
shoup (1995),,41,2.7692,41,2.7692,1995,19,41,7,an opportunity to reduce minimum parking requirements,journal of the american planning association,"<table><tr><td>Authors:</td><td>shoup, dc</td></tr><tr><td>Title:</td><td>an opportunity to reduce minimum parking requirements</td></tr><tr><td>Source:</td><td>journal of the american planning association, 61(1), 14-28</td></tr><tr><td>Year:</td><td>1995</td></tr></table>",http://dx.doi.org/10.1080/01944369508975616,6985,"{park, space, price}"
willson (1995),,77,2.7692,41,2.7692,1995,61,41,7,suburban parking requirements - a tacit policy for automobile use and sprawl,journal of the american planning association,"<table><tr><td>Authors:</td><td>willson, rw</td></tr><tr><td>Title:</td><td>suburban parking requirements - a tacit policy for automobile use and sprawl</td></tr><tr><td>Source:</td><td>journal of the american planning association, 61(1), 29-42</td></tr><tr><td>Year:</td><td>1995</td></tr></table>",http://dx.doi.org/10.1080/01944369508975617,6986,"{park, space, price}"
mcdonald (1995),,185,1.5534,23,1.5534,1995,138,23,1,urban highway congestion - an analysis of 2nd-best tolls,transportation,"<table><tr><td>Authors:</td><td>mcdonald, jf</td></tr><tr><td>Title:</td><td>urban highway congestion - an analysis of 2nd-best tolls</td></tr><tr><td>Source:</td><td>transportation, 22(4), 353-369</td></tr><tr><td>Year:</td><td>1995</td></tr></table>",http://dx.doi.org/10.1007/bf01098164,6990,
perl (1995),,208,0.6754,10,0.6754,1995,151,10,2,transit in trouble - the policy challenge posed by canada changing urban mobility,canadian public policy-analyse de politiques,"<table><tr><td>Authors:</td><td>perl, a; pucher, j</td></tr><tr><td>Title:</td><td>transit in trouble - the policy challenge posed by canada changing urban mobility</td></tr><tr><td>Source:</td><td>canadian public policy-analyse de politiques, 21(3), 261-283</td></tr><tr><td>Year:</td><td>1995</td></tr></table>",http://dx.doi.org/10.2307/3552088,6997,"{transit, rail, station}"
emmerink (1995),,352,1.8236,27,1.8236,1995,186,27,1,is congestion pricing a first-best strategy in transport policy - a critical-review of arguments,environment and planning b-planning & design,"<table><tr><td>Authors:</td><td>emmerink, rhm; nijkamp, p; rietveld, p</td></tr><tr><td>Title:</td><td>is congestion pricing a first-best strategy in transport policy - a critical-review of arguments</td></tr><tr><td>Source:</td><td>environment and planning b-planning & design, 22(5), 581-602</td></tr><tr><td>Year:</td><td>1995</td></tr></table>",http://dx.doi.org/10.1068/b220581,6998,"{price, congest, road}"
beede (1995),,39,2.0938,31,2.0938,1995,36,31,6,the economics of municipal solid-waste,world bank research observer,"<table><tr><td>Authors:</td><td>beede, dn; bloom, de</td></tr><tr><td>Title:</td><td>the economics of municipal solid-waste</td></tr><tr><td>Source:</td><td>world bank research observer, 10(2), 113-150</td></tr><tr><td>Year:</td><td>1995</td></tr></table>",http://dx.doi.org/10.1093/wbro/10.2.113,7009,"{wast, manag, solid}"
pucher (1995),,71,0.9456,14,0.9456,1995,52,14,8,"urban passenger transport in the united-states and europe - a comparative-analysis of public policies .2. public transport, overall comparisons and recommendations",transport reviews,"<table><tr><td>Authors:</td><td>pucher, j</td></tr><tr><td>Title:</td><td>urban passenger transport in the united-states and europe - a comparative-analysis of public policies .2. public transport, overall comparisons and recommendations</td></tr><tr><td>Source:</td><td>transport reviews, 15(3), 211-227</td></tr><tr><td>Year:</td><td>1995</td></tr></table>",http://dx.doi.org/10.1080/01441649508716913,7013,"{transport, public, access}"
heinen (1995),,49,0.6079,9,0.6079,1995,38,9,6,"a review of, and research suggestions for, solid-waste management issues - the predicted role of incentives in promoting conservation behavior",environmental conservation,"<table><tr><td>Authors:</td><td>heinen, jt</td></tr><tr><td>Title:</td><td>a review of, and research suggestions for, solid-waste management issues - the predicted role of incentives in promoting conservation behavior</td></tr><tr><td>Source:</td><td>environmental conservation, 22(2), 157-166</td></tr><tr><td>Year:</td><td>1995</td></tr></table>",,7016,
hirschman (1995),,72,1.756,26,1.756,1995,56,26,8,bridge and tunnel toll elasticities in new-york - some recent-evidence,transportation,"<table><tr><td>Authors:</td><td>hirschman, i; mcknight, c; pucher, j; paaswell, re; berechman, j</td></tr><tr><td>Title:</td><td>bridge and tunnel toll elasticities in new-york - some recent-evidence</td></tr><tr><td>Source:</td><td>transportation, 22(2), 97-113</td></tr><tr><td>Year:</td><td>1995</td></tr></table>",http://dx.doi.org/10.1007/bf01099434,7026,
pucher (1995),,93,0.9456,14,0.9456,1995,66,14,2,"urban passenger transport in the united-states and europe - a comparative-analysis of public policies .1. travel behavior, urban-development and automobile use",transport reviews,"<table><tr><td>Authors:</td><td>pucher, j</td></tr><tr><td>Title:</td><td>urban passenger transport in the united-states and europe - a comparative-analysis of public policies .1. travel behavior, urban-development and automobile use</td></tr><tr><td>Source:</td><td>transport reviews, 15(2), 99-117</td></tr><tr><td>Year:</td><td>1995</td></tr></table>",http://dx.doi.org/10.1080/01441649508716906,7030,"{transport, public, access}"
daniel (1995),,278,6.1462,91,6.1462,1995,144,91,1,congestion pricing and capacity of large hub airports - a bottleneck model with stochastic queues,econometrica,"<table><tr><td>Authors:</td><td>daniel, ji</td></tr><tr><td>Title:</td><td>congestion pricing and capacity of large hub airports - a bottleneck model with stochastic queues</td></tr><tr><td>Source:</td><td>econometrica, 63(2), 327-370</td></tr><tr><td>Year:</td><td>1995</td></tr></table>",http://dx.doi.org/10.2307/2951629,7032,"{price, congest, road}"
schipper (1995),,60,1.2157,18,1.2157,1995,52,18,8,determinants of automobile use and energy-consumption in oecd countries,annual review of energy and the environment,"<table><tr><td>Authors:</td><td>schipper, l</td></tr><tr><td>Title:</td><td>determinants of automobile use and energy-consumption in oecd countries</td></tr><tr><td>Source:</td><td>annual review of energy and the environment, 20, 325-386</td></tr><tr><td>Year:</td><td>1995</td></tr></table>",,7040,
reschovsky (1994),,74,6.764,70,6.764,1994,47,70,6,market incentives to encourage household waste recycling - paying for what you throw away,journal of policy analysis and management,"<table><tr><td>Authors:</td><td>reschovsky, jd; stone, se</td></tr><tr><td>Title:</td><td>market incentives to encourage household waste recycling - paying for what you throw away</td></tr><tr><td>Source:</td><td>journal of policy analysis and management, 13(1), 120-139</td></tr><tr><td>Year:</td><td>1994</td></tr></table>",http://dx.doi.org/10.2307/3325093,7051,"{recycl, household, collect}"
shefer (1994),,107,1.2562,13,1.2562,1994,87,13,1,"congestion, air-pollution, and road fatalities in urban areas",accident analysis and prevention,"<table><tr><td>Authors:</td><td>shefer, d</td></tr><tr><td>Title:</td><td>congestion, air-pollution, and road fatalities in urban areas</td></tr><tr><td>Source:</td><td>accident analysis and prevention, 26(4), 501-509</td></tr><tr><td>Year:</td><td>1994</td></tr></table>",http://dx.doi.org/10.1016/0001-4575(94)90041-8,7064,"{price, congest, road}"
bernstein (1994),,248,1.4494,15,1.4494,1994,146,15,1,equilibria for networks with lower semicontinuous costs - with an application to congestion pricing,transportation science,"<table><tr><td>Authors:</td><td>bernstein, d; smith, te</td></tr><tr><td>Title:</td><td>equilibria for networks with lower semicontinuous costs - with an application to congestion pricing</td></tr><tr><td>Source:</td><td>transportation science, 28(3), 221-235</td></tr><tr><td>Year:</td><td>1994</td></tr></table>",http://dx.doi.org/10.1287/trsc.28.3.221,7069,"{price, congest, road}"
marans (1993),,59,0.7583,10,0.7583,1993,37,10,6,linking recycling behavior to waste management planning - a case-study of office workers in taiwan,landscape and urban planning,"<table><tr><td>Authors:</td><td>marans, rw; lee, yj</td></tr><tr><td>Title:</td><td>linking recycling behavior to waste management planning - a case-study of office workers in taiwan</td></tr><tr><td>Source:</td><td>landscape and urban planning, 26(1-4), 203-214</td></tr><tr><td>Year:</td><td>1993</td></tr></table>",http://dx.doi.org/10.1016/0169-2046(93)90017-8,7097,"{recycl, household, collect}"
mccarthy (1993),,154,0.7583,10,0.7583,1993,114,10,1,pricing road congestion - recent-evidence from singapore,policy studies journal,"<table><tr><td>Authors:</td><td>mccarthy, ps; tay, r</td></tr><tr><td>Title:</td><td>pricing road congestion - recent-evidence from singapore</td></tr><tr><td>Source:</td><td>policy studies journal, 21(2), 296-308</td></tr><tr><td>Year:</td><td>1993</td></tr></table>",http://dx.doi.org/10.1111/j.1541-0072.1993.tb01823.x,7112,"{price, congest, road}"
wachs (1993),,50,2.1232,28,2.1232,1993,41,28,2,"learning from los-angeles - transport, urban form, and air-quality",transportation,"<table><tr><td>Authors:</td><td>wachs, m</td></tr><tr><td>Title:</td><td>learning from los-angeles - transport, urban form, and air-quality</td></tr><tr><td>Source:</td><td>transportation, 20(4), 329-354</td></tr><tr><td>Year:</td><td>1993</td></tr></table>",http://dx.doi.org/10.1007/bf01100463,7125,
vining (1992),,53,2.0164,32,2.0164,1992,30,32,6,why recycle - a comparison of recycling motivations in 4 communities,environmental management,"<table><tr><td>Authors:</td><td>vining, j; linn, n; burdge, rj</td></tr><tr><td>Title:</td><td>why recycle - a comparison of recycling motivations in 4 communities</td></tr><tr><td>Source:</td><td>environmental management, 16(6), 785-797</td></tr><tr><td>Year:</td><td>1992</td></tr></table>",http://dx.doi.org/10.1007/bf02645669,7127,
wamsler (2015),,56,1.7283,7,1.7283,2015,45,7,3,mainstreaming ecosystem-based adaptation: transformation toward sustainability in urban governance and planning,ecology and society,"<table><tr><td>Authors:</td><td>wamsler, c</td></tr><tr><td>Title:</td><td>mainstreaming ecosystem-based adaptation: transformation toward sustainability in urban governance and planning</td></tr><tr><td>Source:</td><td>ecology and society, 20(2)</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.5751/es-07489-200230,7135,
