,abstract,doc,number,topic,topic_size
312,"The building sector is regarded as having one of the highest benefit-cost ratios from greenhouse gas (GHG) emission reduction strategies. However, because of uncertainties around household behaviour patterns, it is very difficult to assess and compare the GHG reduction impacts of different intervention schemes for whole housing stock. Intervention schemes include policy instruments such as incentives or rebates for energy efficient appliances or renewable energy, and regulatory building code requirements for energy efficiency. This paper presents a decision support tool based on mathematical diffusion that evaluates the adoption levels of different schemes or pathways towards reducing GHG emissions in housing stock. It is an extension of the Bass diffusion model that accommodates financial and non-financial benefits, ceilings of adoption and interactions between intervention options. The model capability was tested using a case study of seven suburbs in Brisbane, Australia, comprising of 25,000 houses and units. Estimates of GHG emission reductions to 2019 of a household rebate scheme for solar panels and a rebate scheme for solar hot water compared to a base case of no rebates were presented and analysed. Modelling also allowed identification of important characteristics of adoption trends that could assist policy makers and industry to substantially improve the design of effective intervention options. (C) 2010 Elsevier Inc. All rights reserved.",WOS:000289603200007,2019,"{emiss, carbon, ghg}",383
313,"For countries in the Arabian Peninsula, air conditioning (A/C) systems account for 65% of the energy consumption, all of which comes from fossil fuel. Given the preparation for the 2022 World Cup, which will be held in Qatar, the possibility of implementing ground source heat pump systems (GSHP) for A/C purposes is investigated. Due to its high thermal performance, GSHP is considered a viable solution for reducing the energy consumption of heating and A/C systems. However, for the GSHP system to gain popularity in cooling-dominated environments such as Qatar, financial and environmental benefits need to be demonstrated. These benefits strongly depend on local design practices and standards and on working conditions.The work presented in this paper demonstrates the energy savings by using GSHP systems in the residential buildings sector in cooling-dominated environments. To achieve this goal, a common type of residential house located in Doha, Qatar, was chosen as a case study. The cooling load of the case study and the driving energy of two different air conditioning systems were estimated. The two considered air conditioning systems are the conventional air source heat pump system (reference system) and the ground source heat pump system. Finally, economic analysis of the proposed system for construction practices in Qatar was carried out.The performed analyses show that the reduction in the prime energy demand and, consequently, the greenhouse gas emissions for the GSHP is 19% when compared to the conventional air source heat pump system. In addition, the analyses show that for the local conditions in Qatar the payback time of GSHP is 9 years. (C) 2015 Elsevier Ltd. All rights reserved.",WOS:000361257600010,2022,"{heat, thermal, comfort}",471
314,"This Address considers a range of issues relating to the contribution of meat consumption and livestock production to global warming, given the need highlighted by the Committee on Climate Change (CCC) to reduce global GHG emissions by over 50% by 2050. The IPCC Climate Change 2014 report recognised that demand oriented measures may also contribute to GHG mitigation. The paper reviews a number of studies which examine demand-led mitigation potentials, and concludes that such estimates ignore the market effects of changes in meat consumption habits or demand oriented policies. A simple partial equilibrium model of beef, poultry, pig and ovine meats is developed for the major regions of the world to explore the impact of a range of scenarios which might reduce meat consumption and GHG emissions. These include emissions taxation, long-term trends in reduction of red meat consumption in developed economy regions, and supply side improvements in livestock emissions intensities. The paper discusses problems associated with many published demand elasticities suitable for incorporation into a market model, problems of selection from widely varying published estimates and their appropriateness for longer-run projections. The dearth of published supply elasticity estimates is also highlighted. The modelling concludes that economic and population growth to 2050 without any mitigation measures will lead to a 21% increase in per capita meat consumption and a 63% increase in total consumption and GHG emissions by 2050. However, the mitigation projections from the scenarios explored only generate a 14% reduction in cumulative emissions from the baseline 2050 projections, insufficient to meet the CCC target.",WOS:000360017000001,2050,"{emiss, carbon, ghg}",383
315,"This Address considers a range of issues relating to the contribution of meat consumption and livestock production to global warming, given the need highlighted by the Committee on Climate Change (CCC) to reduce global GHG emissions by over 50% by 2050. The IPCC Climate Change 2014 report recognised that demand oriented measures may also contribute to GHG mitigation. The paper reviews a number of studies which examine demand-led mitigation potentials, and concludes that such estimates ignore the market effects of changes in meat consumption habits or demand oriented policies. A simple partial equilibrium model of beef, poultry, pig and ovine meats is developed for the major regions of the world to explore the impact of a range of scenarios which might reduce meat consumption and GHG emissions. These include emissions taxation, long-term trends in reduction of red meat consumption in developed economy regions, and supply side improvements in livestock emissions intensities. The paper discusses problems associated with many published demand elasticities suitable for incorporation into a market model, problems of selection from widely varying published estimates and their appropriateness for longer-run projections. The dearth of published supply elasticity estimates is also highlighted. The modelling concludes that economic and population growth to 2050 without any mitigation measures will lead to a 21% increase in per capita meat consumption and a 63% increase in total consumption and GHG emissions by 2050. However, the mitigation projections from the scenarios explored only generate a 14% reduction in cumulative emissions from the baseline 2050 projections, insufficient to meet the CCC target.",WOS:000360017000001,2050,"{emiss, carbon, ghg}",383
316,"This Address considers a range of issues relating to the contribution of meat consumption and livestock production to global warming, given the need highlighted by the Committee on Climate Change (CCC) to reduce global GHG emissions by over 50% by 2050. The IPCC Climate Change 2014 report recognised that demand oriented measures may also contribute to GHG mitigation. The paper reviews a number of studies which examine demand-led mitigation potentials, and concludes that such estimates ignore the market effects of changes in meat consumption habits or demand oriented policies. A simple partial equilibrium model of beef, poultry, pig and ovine meats is developed for the major regions of the world to explore the impact of a range of scenarios which might reduce meat consumption and GHG emissions. These include emissions taxation, long-term trends in reduction of red meat consumption in developed economy regions, and supply side improvements in livestock emissions intensities. The paper discusses problems associated with many published demand elasticities suitable for incorporation into a market model, problems of selection from widely varying published estimates and their appropriateness for longer-run projections. The dearth of published supply elasticity estimates is also highlighted. The modelling concludes that economic and population growth to 2050 without any mitigation measures will lead to a 21% increase in per capita meat consumption and a 63% increase in total consumption and GHG emissions by 2050. However, the mitigation projections from the scenarios explored only generate a 14% reduction in cumulative emissions from the baseline 2050 projections, insufficient to meet the CCC target.",WOS:000360017000001,2050,"{emiss, carbon, ghg}",383
317,"This Address considers a range of issues relating to the contribution of meat consumption and livestock production to global warming, given the need highlighted by the Committee on Climate Change (CCC) to reduce global GHG emissions by over 50% by 2050. The IPCC Climate Change 2014 report recognised that demand oriented measures may also contribute to GHG mitigation. The paper reviews a number of studies which examine demand-led mitigation potentials, and concludes that such estimates ignore the market effects of changes in meat consumption habits or demand oriented policies. A simple partial equilibrium model of beef, poultry, pig and ovine meats is developed for the major regions of the world to explore the impact of a range of scenarios which might reduce meat consumption and GHG emissions. These include emissions taxation, long-term trends in reduction of red meat consumption in developed economy regions, and supply side improvements in livestock emissions intensities. The paper discusses problems associated with many published demand elasticities suitable for incorporation into a market model, problems of selection from widely varying published estimates and their appropriateness for longer-run projections. The dearth of published supply elasticity estimates is also highlighted. The modelling concludes that economic and population growth to 2050 without any mitigation measures will lead to a 21% increase in per capita meat consumption and a 63% increase in total consumption and GHG emissions by 2050. However, the mitigation projections from the scenarios explored only generate a 14% reduction in cumulative emissions from the baseline 2050 projections, insufficient to meet the CCC target.",WOS:000360017000001,2050,"{emiss, carbon, ghg}",383
318,"Heat pumps play a central role in decarbonising the UK's buildings sector as part of the Committee on Climate Change's (CCC) updated abatement scenario for meeting the UK's fourth carbon budget. However, the UK has one of the least developed heat pump markets in Europe and renewable heat output from heat pumps will need to increase by a factor of 50 over the next 15 years to be in line with the scenario. Therefore, this paper explores what lessons the UK might learn from Finland to achieve this aim considering that its current level of heat pump penetration is comparable with that outlined in the CCC scenario for 2030. Despite the two countries' characteristic differences we argue they share sufficient similarities for the UK to usefully draw some policy-based lessons from Finland including: stimulating new-build construction and renovation of existing stock; incorporating renewable heat solutions in building energy performance standards; and bringing the cost of heat pumps in-line with gas fired heating via a combination of subsidies, taxes and energy RD&D. Finally, preliminary efforts to grow the heat pump market could usefully focus on properties unconnected to the gas-grid, considering these are typically heated by relatively expensive oil or electric heating technologies. (C) 2015 The Author. Published by Elsevier Ltd. This is an open access article under the CC BY license (http://creativecommons.org/licenses/by/4.0/).",WOS:000365361100035,2030,"{heat, thermal, comfort}",471
319,"We present a method for quantifying the energy efficiency gap ex ante. To do this, we define the energy efficiency gap as being the difference between the ex ante market and techno-economic energy savings potentials. The estimation of market potential is based on top-down (econometric) modelling of energy demand using data from the period 1970-2005. The techno-economic estimates are made using a bottom-up building stock model (ECCABS) to assess the effects and cost-efficiency of various energy efficiency measures. Common to these two modelling approaches are two scenarios of energy prices, which differ only with respect to the carbon tax component. We implement the method for the case of useful energy demand for space and water heating in the Swedish residential sector up to 2030. In comparison to the level of energy use in 2005 (74 TWh), the top-down model predicts for 2030 reductions in demand for the two price scenarios of 17 and 21 TWh respectively. The bottom-up model predicts corresponding reductions in demand of 25 and 31 TWh respectively. Thus, there is an energy efficiency gap calculated of at least 8 TWh in 2030. An implicit discount rate of 10 % would render the results from the bottom-up modelling identical to those from the top-down modelling. The presence of the energy efficiency gap indicates that there is a need for enhanced policies in order to make future reductions in energy demand reach the levels predicted by the bottom-up modelling.",WOS:000361734800010,2030,"{energi, build, consumpt}",779
320,"We present a method for quantifying the energy efficiency gap ex ante. To do this, we define the energy efficiency gap as being the difference between the ex ante market and techno-economic energy savings potentials. The estimation of market potential is based on top-down (econometric) modelling of energy demand using data from the period 1970-2005. The techno-economic estimates are made using a bottom-up building stock model (ECCABS) to assess the effects and cost-efficiency of various energy efficiency measures. Common to these two modelling approaches are two scenarios of energy prices, which differ only with respect to the carbon tax component. We implement the method for the case of useful energy demand for space and water heating in the Swedish residential sector up to 2030. In comparison to the level of energy use in 2005 (74 TWh), the top-down model predicts for 2030 reductions in demand for the two price scenarios of 17 and 21 TWh respectively. The bottom-up model predicts corresponding reductions in demand of 25 and 31 TWh respectively. Thus, there is an energy efficiency gap calculated of at least 8 TWh in 2030. An implicit discount rate of 10 % would render the results from the bottom-up modelling identical to those from the top-down modelling. The presence of the energy efficiency gap indicates that there is a need for enhanced policies in order to make future reductions in energy demand reach the levels predicted by the bottom-up modelling.",WOS:000361734800010,2030,"{energi, build, consumpt}",779
321,"We present a method for quantifying the energy efficiency gap ex ante. To do this, we define the energy efficiency gap as being the difference between the ex ante market and techno-economic energy savings potentials. The estimation of market potential is based on top-down (econometric) modelling of energy demand using data from the period 1970-2005. The techno-economic estimates are made using a bottom-up building stock model (ECCABS) to assess the effects and cost-efficiency of various energy efficiency measures. Common to these two modelling approaches are two scenarios of energy prices, which differ only with respect to the carbon tax component. We implement the method for the case of useful energy demand for space and water heating in the Swedish residential sector up to 2030. In comparison to the level of energy use in 2005 (74 TWh), the top-down model predicts for 2030 reductions in demand for the two price scenarios of 17 and 21 TWh respectively. The bottom-up model predicts corresponding reductions in demand of 25 and 31 TWh respectively. Thus, there is an energy efficiency gap calculated of at least 8 TWh in 2030. An implicit discount rate of 10 % would render the results from the bottom-up modelling identical to those from the top-down modelling. The presence of the energy efficiency gap indicates that there is a need for enhanced policies in order to make future reductions in energy demand reach the levels predicted by the bottom-up modelling.",WOS:000361734800010,2030,"{energi, build, consumpt}",779
322,"Decision makers facing emission-reduction targets need to decide which abatement measures to implement, and in which order. This article investigates how marginal abatement cost (MAC) curves can inform such a decision. We re-analyse a MAC curve built for Brazil by 2030, and show that misinterpreting MAC curves as abatement supply curves can lead to suboptimal strategies. It would lead to (1) under-investment in expensive, long-to-implement and large-potential options, such as clean transportation infrastructure, and (2) over-investment in cheap but limited-potential options such as energy-efficiency improvement in refineries. To mitigate this issue, the article proposes a new graphical representation of MAC curves that explicitly renders the time required to implement each measure.Policy relevanceIn addition to the cost and potential of available options, designing optimal short-term policies requires information on long-term targets (e.g. halving emissions by 2050) and on the speed at which measures can deliver emission reductions. Mitigation policies are thus best investigated in a dynamic framework, building on sector-scale pathways to long-term targets. Climate policies should seek both quantity and quality of abatement, by combining two approaches: a synergy approach' that focuses on the cheapest mitigation options and maximizes co-benefits, and an urgency approach' that starts from a long-term objective and works backward to identify actions that need to be implemented early. Accordingly, sector-specific policies may be used (1) to remove implementation barriers on negative- and low-cost options and (2) to ensure short-term targets are met with abatement of sufficient quality. Indeed, such policies can avoid under-investment in the long-to-implement options required to reach long-term targets, which are otherwise difficult to enforce.",WOS:000365718200002,2030,"{polici, instrument, effect}",129
323,"Decision makers facing emission-reduction targets need to decide which abatement measures to implement, and in which order. This article investigates how marginal abatement cost (MAC) curves can inform such a decision. We re-analyse a MAC curve built for Brazil by 2030, and show that misinterpreting MAC curves as abatement supply curves can lead to suboptimal strategies. It would lead to (1) under-investment in expensive, long-to-implement and large-potential options, such as clean transportation infrastructure, and (2) over-investment in cheap but limited-potential options such as energy-efficiency improvement in refineries. To mitigate this issue, the article proposes a new graphical representation of MAC curves that explicitly renders the time required to implement each measure.Policy relevanceIn addition to the cost and potential of available options, designing optimal short-term policies requires information on long-term targets (e.g. halving emissions by 2050) and on the speed at which measures can deliver emission reductions. Mitigation policies are thus best investigated in a dynamic framework, building on sector-scale pathways to long-term targets. Climate policies should seek both quantity and quality of abatement, by combining two approaches: a synergy approach' that focuses on the cheapest mitigation options and maximizes co-benefits, and an urgency approach' that starts from a long-term objective and works backward to identify actions that need to be implemented early. Accordingly, sector-specific policies may be used (1) to remove implementation barriers on negative- and low-cost options and (2) to ensure short-term targets are met with abatement of sufficient quality. Indeed, such policies can avoid under-investment in the long-to-implement options required to reach long-term targets, which are otherwise difficult to enforce.",WOS:000365718200002,2050,"{polici, instrument, effect}",129
324,"With the high growth urbanization and increasing new urban population, the huge demand for infrastructures and dwellings has become a great challenge for the sustainable development in Chinese cities. The building sector shares one fourth of total energy consumption in the country and plays an important role in reducing the energy consumption and the consequential green house gas (GHG) emissions. Some policies have been issued for promoting the low carbon sustainable development in China's buildings. However, existing barriers especially the investment barriers substantially prevent the low carbon technologies and service from being employed effectively. The carbon trading scheme of cap-and-trade is now widely accepted as one cost-effective way to deal with the climate change issue in the world, and it can be utilized for overcoming the barriers to carbon reduction activities in China's building sector. A new Clean Development Mechanism (CDM) energy performance based method is designed for reducing transaction costs in implementing CDM projects in China's buildings before 2020. And then a ""step by step"" approach is formed to establish the domestic and international carbon trading mechanism to effectively reduce GHG missions in China's building sector after 2020. (C) 2015 Elsevier Ltd. All rights reserved.",WOS:000362618900015,2020,"{emiss, carbon, ghg}",383
325,"The improvement of energy efficiency and the integration of renewable energy in buildings are key elements of current European policies. According to the recast of the Directive EPBD (Energy Performance of Buildings), Member States have to target nZEBs (nearly zero energy buildings) and minimum energy performance requirements within a cost-optimal framework by 2020.This study reports the comparative methodology reported in the EPBD, aimed at the establishment of cost-optimality in office buildings located in a warm climate. A number of energy efficiency measures have been selected and applied to the envelope and the systems of a virtual reference office building. Technical features and energy performance calculations have been assessed for the obtained configurations. Primary energy consumption and global costs have been derived to identify the cost-optimal configuration from a financial and macroeconomic analysis.The paper shows the suitability of the methodology to support the design of cost-effective energy efficient solutions in new office buildings. Results show technical variants selection able to a decrease primary energy consumption by 39% and CO2 emissions by 41% at the lowest cost. They also illustrate how to design cost-optimal nZEBs for a warm climate in compliance with EU (European Union) policies. (C) 2015 Elsevier ltd. All rights reserved.",WOS:000365362700085,2020,"{energi, build, consumpt}",779
326,"There is increasing interest in the potential of cities to contribute to climate mitigation. Multiple assessments have evaluated the scale and composition of urban GHG emissions, while others have evaluated some aspects of urban mitigation potential. However, assessments of mitigation potential tend to be broadly focused, few if any have evaluated urban mitigation potential on a measure-by-measure basis, and fewer still have considered the economic case for investing in these measures. This is a significant knowledge gap as an economic case for action could be critical in building political commitment, strengthening institutional capacities, securing large-scale finance and targeting investment and implementation in cities. In this paper, we conduct a comparative analysis of the results of five recently completed studies that examined the economic case for investing in low-carbon measures in five cities: Leeds in the UK, Kolkata in India, Lima in Peru, Johor Bahru in Malaysia and Palembang in Indonesia. The results demonstrate that there is a compelling economic case for cities in both developed and developing country contexts to invest, at scale, in cost-effective low-carbon measures. The results suggest that these investments could generate significant reductions (in the range of 15-24% relative to business-as-usual trends) in urban carbon emissions over the next 10 years. Securing these savings would require an average investment of $3.2 billion per city, which if spread over 10 years equates to 0.4-0.9% of city GDP per year. However, the savings generated in the form of reduced energy bills would be equivalent to between 1.7% and 9.5% of annual city-scale GDP, and the average payback period of investments would be approximately 2 years at commercial interest rates. We provisionally estimate that if these findings were replicated and similar investments were made in cities globally, then they could generate reductions equivalent to 10-18% of global energy-related GHG emissions in 2025. While the studies offer some grounds for optimism, they also raise important questions about the barriers to change that prevent these economically attractive options from being exploited and about the scope for mitigation based on the exploitation of only the economically attractive options. We therefore discuss the institutional capacities, policy environments and financing arrangements that need to be developed before even these economically attractive opportunities can be exploited. We also demonstrate that, in rapidly growing cities, the carbon savings from such investments could be quickly overwhelmed - in as little as 7 years - by the impacts of sustained population and economic growth. We conclude by highlighting the need to build capacities that enable the exploitation not only of the economically attractive options in the short term but also of those deeper and more structural changes that are likely to be needed in the longer term. (C) 2015 The Authors. Published by Elsevier Ltd. This is an open access article under the CC BY license",WOS:000366767100010,2025,"{emiss, carbon, ghg}",383
327,"Determining the annual cooling energy demand for office buildings using the calculation procedure according to the 2007 Building Energy Conservation Ordinance or the DIN V 18599 standard. The German Building Energy Conservation Ordinance (EnEV), which has been in force since 2007, requires a holistic balance of the energy demand for office buildings, so that for the first time energy used for cooling and electricity used for lighting must be taken into account besides energy used for thermal heat and ventilation systems. This study focuses on the annual energy consumption for cooling offices which can be determined not only according to the calculation rules laid down in the EnEV2007 or DIN V 18599 standards but also with the aid of algorithms specified in VDI 2067 or by means of dynamic thermal simulations. Here the annual energy demand for cooling a typical office with different types of facade is calculated by means of various calculation procedures in order to highlight the differences and deduce which types of facade react particularly sensitively. An example is used to illustrate the influence of the prevailing outdoor weather conditions for each procedure.",WOS:000265339700004,2067,"{energi, build, consumpt}",779
328,"This paper presents the results of a study on the effectiveness of smart growth development patterns and vehicle fleet hybridization in reducing mobile source emissions of carbon dioxide (CO2) across 11 major metropolitan regions of the Midwestern U.S. over a 50-year period. Through the integration of a vehicle travel activity modeling framework developed by researchers at the Oak Ridge National Laboratory with small area population projections, we model mobile source emissions of CO2 associated with alternative land development and technology change scenarios between 2000 and 2050. Our findings suggest that under an aggressive smart growth scenario, growth in emissions expected to occur under a business as usual scenario is reduced by 34%, while the full dissemination of hybrid-electric vehicles throughout the light vehicle fleet is found to offset the expected growth in emissions by 97%. Our results further suggest that high levels of urban densification could achieve reductions in 2050 CO2 emissions equivalent to those attainable through the full dissemination of hybrid-electric vehicle technologies.",WOS:000264108800011,2050,"{emiss, carbon, ghg}",383
329,"Waste management activities contribute to global greenhouse gas emissions approximately by 4%. In particular the disposal of waste in landfills generates methane that has high global warming potential. Effective mitigation of greenhouse gas emissions is important and could provide environmental benefits and sustainable development, as well as reduce adverse impacts on public health. The European and UK waste policy force sustainable waste management and especially diversion from landfill, through reduction, reuse, recycling and composting, and recovery of value from waste. Energy from waste is a waste management option that could provide diversion from landfill and at the same time save a significant amount of greenhouse gas emissions, since it recovers energy from waste which usually replaces an equivalent amount of energy generated from fossil fuels. Energy from waste is a wide definition and includes technologies such as incineration of waste with energy recovery, or combustion of waste-derived fuels for energy production or advanced thermal treatment of waste with technologies such as gasification and pyrolysis, with energy recovery. The present study assessed the greenhouse gas emission impacts of three technologies that could be used for the treatment of Municipal Solid Waste in order to recover energy from it. These technologies are Mass Burn Incineration with energy recovery, Mechanical Biological Treatment via bio-drying and Mechanical Heat Treatment, which is a relatively new and uninvestigated method, compared to the other two. Mechanical Biological Treatment and Mechanical Heat Treatment can turn Municipal Solid Waste into Solid Recovered Fuel that could be combusted for energy production or replace other fuels in various industrial processes. The analysis showed that performance of these two technologies depends strongly on the final use of the produced fuel and they could produce GHG emissions savings only when there is end market for the fuel. On the other hand Mass Burn Incineration generates greenhouse gas emission savings when it recovers electricity and heat. Moreover the study found that the expected increase on the amount of Municipal Solid Waste treated for energy recovery in England by 2020 could save greenhouse gas emission, if certain Energy from Waste technologies would be applied, under certain conditions. (C) 2009 Elsevier Ltd. All rights reserved.",WOS:000269022800007,2020,"{wast, manag, solid}",517
330,"The aim of this paper is to develop an approach and tools for cross-sectoral regional industrial GHG and energy policies. These policies can be conducted at different levels of society. To achieve real results in energy efficiency improvements and in GHG reductions, the policies must be focused on the correct levels in society. In Finland, the province level seems to be a reasonable level for a policy targeted at industry. This paper proposes a category for the ways industry uses energy: building energy users, major users of electricity for process/production, major users of heat for process/production and direct combustion users. This approach gives opportunities for developing regional cooperation among different industries. The approach is also important between industries and society, so that there are integrated solutions which e.g. utilise district heating and biofuel potentials. The individual technologies like electric motors, pumps, fans, heat recovery equipment and boilers do not seem to have any significant potentials for improvements in energy efficiency by the EU target year 2020. However, there are opportunities but they are at system levels: how effectively the individual technologies are applied as a part of industrial systems. This fact supports the idea of energy use categorising. (C) 2009 Elsevier Ltd. All rights reserved.",WOS:000266629000029,2020,"{energi, build, consumpt}",779
331,"Petrol prices have been increasing and decreasing at a formidable rate. in July 2007 unleaded regular petrol in the typical Australian capital city was about A U$1.20/litre and 12 months later the price was over AU$1.60/litre. By July 2009 it was back to close to A U$1.20/litre. Despite the volatility, some long-term forecasters suggest a price as high as AU$8/litre in 2020 is not beyond the realms of reality. Despite the increases and drops in retail in petrol prices over the last three years, there is a sense of optimism in some camps that prices will rise when the global financial crisis is over, and that finally we will have pricing signals to encourage earlier investment in substitutes that include public transport, more fuel efficient cars as well as lower polluting vehicles. This note uses TRESIS, an integrated transport, land use and environmental strategy impact simulation program, to assess the influence of higher fuel prices on short run and long run passenger travel activity in Melbourne. We evaluate petrol prices in the range A U$2 to AU$10 over the period 2009-2017, to establish likely impacts on car use, modal share, greenhouse gas emissions, and public transport revenue.",WOS:000208562500006,2020,"{price, congest, road}",342
332,"The Santa Clara Valley Transportation Authority (VTA) of Santa Clara County, California, recently developed a bus rapid transit (BRT) strategic plan to establish a framework for BRT implementation, provide guidance on policy issues, and serve as a vehicle for community interaction. A multiphased evaluation process was applied to identify the most feasible near-term BRT corridors within the county, develop operating plans and infrastructure strategies, and select the preferred BRT operating and infrastructure strategies. Three corridors were prioritized for near-term BRT. The preferred operating strategy was forecast to generate 25,000 more daily riders in 2030 than the no-project scenario and showed promise to improve mobility along key arterials around San Jose, California. The BRT strategic plan was adopted by the VTA board of directors in mid-2009. VTA is moving forward with engineering and desk work on the three near-term corridors. This paper discusses the approach and processes adopted in the strategic plan that moved the BRT discussion forward. Cities in a similar incipient stage of BRT planning can heed key lessons learned to facilitate their own activities: establishing a coherent BRT vision and development process internally before reaching out to stakeholders, involving operations staff early in the development process to foster buy-in, holding frank discussions on maintaining local overlay service, and applying a specific process to develop a signature and unique BRT brand and service.",WOS:000281094600004,2030,"{brt, bus, system}",77
333,"The effects of land use and transportation policies on emissions, ozone concentrations, and a metric for population exposure were investigated for Austin, Texas. Three distinct transportation and land use scenarios were examined with a gravity-based land use model and a standard travel demand model: a business-as-usual scenario, a road pricing policy that included a flat-rate carbon-based tax and congestion pricing of all Austin-area freeways, and an urban growth boundary policy. Two scenarios, a business-as-usual scenario and a flat-rate carbon-based tax and congestion pricing policy, were also examined with a novel, parcel-level land use change and land use intensity model and a standard travel demand model. Transportation and land use policies were predicted to have substantial effects on travel and on emissions of ozone precursors. Emissions of ozone precursors decreased markedly for all 2030 scenarios because of the implementation of more stringent federal motor vehicle emission control programs. Transportation and land use policies were predicted to lead to greater reductions of emissions of ozone precursors relative to the business-as-usual scenario. The effects of such policies on ozone concentrations and population exposure vary. Lower exposure was predicted for the road pricing scenarios, but a penalty appeared to exist in the form of relatively higher exposure predicted for the urban growth boundary on some days. This analysis indicates the potential complexity of planning for urban growth and equity and the need for integrated modeling and policy evaluation efforts.",WOS:000281944000004,2030,"{polici, instrument, effect}",129
334,"We used Comparative Risk Assessment methods to estimate the health effects of alternative urban land transport scenarios for two settings-London, UK, and Delhi, India. For each setting, we compared a business-as-usual 2030 projection (without policies for reduction of greenhouse gases) with alternative scenarios-lower-carbon-emission motor vehicles, increased active travel, and a combination of the two. We developed separate models that linked transport scenarios with physical activity, air pollution, and risk of road traffic injury. in both cities, we noted that reduction in carbon dioxide emissions through an increase in active travel and less use of motor vehicles had larger health benefits per million population (7332 disability-adjusted life-years [DALYs] in London, and 12 516 in Delhi in 1 year) than from the increased use of lower-emission motor vehicles (160 DALYs in London, and 1696 in Delhi). However, combination of active travel and lower-emission motor vehicles would give the largest benefits (7439 DALYs in London, 12 995 in Delhi), notably from a reduction in the number of years of life lost from ischaemic heart disease (10-19% in London, 11-25% in Delhi). Although uncertainties remain, climate change mitigation in transport should benefit public health substantially. Policies to increase the acceptability, appeal, and safety of active urban travel, and discourage travel in private motor vehicles would provide larger health benefits than would policies that focus solely on lower-emission motor vehicles.",WOS:000272646900026,2030,"{activ, school, health}",414
335,"Growing environmental consciousness and rising energy prices have emphasized the need for substantial energy savings in the single-family residential building sector. To achieve this, more stringent performance requirements are needed. The intent of this work is to develop a framework and preliminary policy implementation strategy to achieve an 80% reduction in heating energy consumption by 2035 for newly constructed single-family dwellings across Ontario (Canada). A tiered framework of heating energy consumption targets was developed using current (2012) Ontario building code requirements as the baseline and building enclosure/HVAC requirements estimated as necessary to achieve the Passive House Standard in Ontario's two climate zones. An Ontario based large track homebuilder estimated construction capital costs for each tier to examine potential cost barriers against implementation. A significant cost premium of over $65 000 (CAD) (54%) exists between the baseline consumption and the overall 80% heating energy reduction target; a result of unfamiliarity and lack of experience designing and constructing to the proposed levels. This research concludes a large gap exists between early adopters and the mainstream construction industry in terms of super-insulated house construction.",WOS:000365810700017,2035,"{energi, build, consumpt}",779
336,"By 2020, different European Directives on the energy performance of buildings (EPBD) aim to reduce energy consumption by 20%, reduce greenhouse gas emissions by 20% and endorse a target of a 20% share of energy from renewable sources. These Directives have led EU Member States to develop systems, following their corresponding transposition into national law, to evaluate the energy efficiency of buildings, and create different Energy Performance Certificates (EPCs). This has led to different energy efficiency measurement systems in the EU and a CO2 emissions scale has not been included by some Member States. Just as EPC is aimed at influencing the demand for energy-efficient buildings, this study is aimed at developing a straightforward procedure to obtain the environmental impact in the use phase of a building in kgCO(2)/m(2) year in order to influence the demand for buildings with a low impact on climate change. By applying this methodology to different case studies, we can conclude that obtaining the formula drastically simplifies the calculation of CO2 emissions in KgCO(2)/m(2) year. The results obtained from applying this methodology will serve to record CO2 emission rates in single-family houses on a yearly basis, thus contributing to the study of applications that address climate change mitigation. (C) 2015 Elsevier B.V. All rights reserved.",WOS:000367115300009,2020,"{energi, build, consumpt}",779
337,"Several European municipalities have initiated energy and environment plans to raise their citizens' awareness and contribute to the European Union's energy and climate objectives for 2020. However, the envisioned EU (European Union) mitigation targets by 2050 are far more challenging and will also need to be appropriately translated at urban level. How can selected options or combinations of options transform urban energy systems beyond 2020? This case study explores this question for the city of Bologna's energy system and by 2050. The methodology combines a bottom-up disaggregation of energy demands by fuel type and end-uses at sub urban level with the simulation of a large number of discrete long term alternatives. The best options considered in this paper could reduce Bologna's final energy consumption by 52% and its CO2 emissions by 83.5%. Besides this optimistic case the simulated measures shows that half of the scenarios still provide a reduction of more than 20% of energy consumption. Finally the results also outline some parameters for which the knowledge gap at city scale remains important. (C) 2015 Elsevier Ltd. All rights reserved.",WOS:000367409300032,2020,"{energi, build, consumpt}",779
338,"Several European municipalities have initiated energy and environment plans to raise their citizens' awareness and contribute to the European Union's energy and climate objectives for 2020. However, the envisioned EU (European Union) mitigation targets by 2050 are far more challenging and will also need to be appropriately translated at urban level. How can selected options or combinations of options transform urban energy systems beyond 2020? This case study explores this question for the city of Bologna's energy system and by 2050. The methodology combines a bottom-up disaggregation of energy demands by fuel type and end-uses at sub urban level with the simulation of a large number of discrete long term alternatives. The best options considered in this paper could reduce Bologna's final energy consumption by 52% and its CO2 emissions by 83.5%. Besides this optimistic case the simulated measures shows that half of the scenarios still provide a reduction of more than 20% of energy consumption. Finally the results also outline some parameters for which the knowledge gap at city scale remains important. (C) 2015 Elsevier Ltd. All rights reserved.",WOS:000367409300032,2020,"{energi, build, consumpt}",779
