author,year,source,title,doi,main topics,smaller topics
"Macmillan, A, Connor, J, Witten, K, Kearns, R, Rees, D, Woodward, A",2014,ENVIRONMENTAL HEALTH PERSPECTIVES,The Societal Costs and Benefits of Commuter Bicycling: Simulating the Effects of Specific Policies Using System Dynamics Modeling,10.1289/ehp.1307250,"{bicycl, cycl, cyclist}; {polici, instrument, effect}; {model, network, optim}; {activ, school, health}; {transport, public, access}","{emiss, carbon, ghg}; {climat, chang, mitig}; {air, pollut, qualiti}; {travel, mode, choic}; {develop, sustain, plan}"
"Boatwright, J, Stephenson, K, Boyle, K, Nienow, S",2014,JOURNAL OF WATER RESOURCES PLANNING AND MANAGEMENT,Subdivision Infrastructure Affecting Storm Water Runoff and Residential Property Values,10.1061/(ASCE)WR.1943-5452.0000356,"{water, heat, suppli}; {green, build, roof}","{urban, land, citi}; {develop, sustain, plan}; {price, congest, road}"
"Meignan, D, Simonin, O, Koukam, A",2007,SIMULATION MODELLING PRACTICE AND THEORY,Simulation and evaluation of urban bus-networks using a multiagent approach,10.1016/j.simpat.2007.02.005,"{transport, public, access}; {model, network, optim}; {travel, mode, choic}","{bus, servic, oper}; {develop, sustain, plan}; {vehicl, electr, charg}"
"Dragga, S, Gong, G",2014,TECHNICAL COMMUNICATION,Dangerous Neighbors: Erasive Rhetoric and Communities at Risk,,"{develop, sustain, plan}",
"Luan, XF, Lin, XB, McGuinness, E, Yang, JW",2014,TRANSPORTATION RESEARCH RECORD,Emerging Public-Private Partnerships in China's Rail Mass Transit Case of Shenzhen,10.3141/2450-16,"{transit, rail, station}; {develop, sustain, plan}",
"de Wilde, P",2014,AUTOMATION IN CONSTRUCTION,The gap between predicted and measured energy performance of buildings: A framework for investigation,10.1016/j.autcon.2014.02.009,"{energi, build, consumpt}; {develop, sustain, plan}","{model, network, optim}"
"Zhang, DL, Zhang, X, Cai, N",2014,ENERGY AND BUILDINGS,Study on energy saving possibility of digital variable multiple air conditioning system in three office buildings in Shanghai,10.1016/j.enbuild.2014.01.031,"{air, pollut, qualiti}; {energi, build, consumpt}; {heat, thermal, comfort}","{water, heat, suppli}; {model, network, optim}"
"Jaffe, DA, Hof, G, Malashanka, S, Putz, J, Thayer, J, Fry, JL, Ayres, B, Pierce, JR",2014,ATMOSPHERIC POLLUTION RESEARCH,"Diesel particulate matter emission factors and air quality implications from in-service rail in Washington State, USA",10.5094/APR.2014.040,"{air, pollut, qualiti}; {transit, rail, station}","{emiss, carbon, ghg}"
"Gomez-Lobo, A, Briones, J",2014,TRANSPORT REVIEWS,Incentives in Bus Concession Contracts: A Review of Several Experiences in Latin America,10.1080/01441647.2014.895451,"{develop, sustain, plan}; {transit, rail, station}","{bus, servic, oper}; {model, network, optim}"
"Piechocki, J, Ambroziak, D, Palkowski, A, Redlarski, G",2014,APPLIED ENERGY,Use of Modified Cuckoo Search algorithm in the design process of integrated power systems for modern and energy self-sufficient farms,10.1016/j.apenergy.2013.07.057,"{model, network, optim}; {water, heat, suppli}; {energi, build, consumpt}; {develop, sustain, plan}","{emiss, carbon, ghg}"
"Higgins, A, Syme, M, McGregor, J, Marquez, L, Seo, S",2014,ENERGY POLICY,Forecasting uptake of retrofit packages in office building stock under government incentives,10.1016/j.enpol.2013.10.041,"{energi, build, consumpt}","{develop, sustain, plan}; {green, build, roof}; {model, network, optim}; {water, heat, suppli}"
"Hunt, JCR, Maslin, M, Killeen, T, Backlund, P, Schellnhuber, HJ",2007,PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY A-MATHEMATICAL PHYSICALAND ENGINEERING SCIENCES,Introduction. Climate change and urban areas: research dialogue in a policy framework,10.1098/rsta.2007.2089,,
"Omran, NG, Filizadeh, S",2014,IEEE TRANSACTIONS ON SMART GRID,Location-Based Forecasting of Vehicular Charging Load on the Distribution System,10.1109/TSG.2013.2282773,"{vehicl, electr, charg}; {park, space, price}","{model, network, optim}; {price, congest, road}"
"Rada, EC, Ragazzi, M",2014,WASTE MANAGEMENT,Selective collection as a pretreatment for indirect solid recovered fuel generation,10.1016/j.wasman.2013.11.013,"{wast, manag, solid}; {treatment, wastewat, plant}","{develop, sustain, plan}; {energi, build, consumpt}"
"Lee, SK, Jang, S",2014,JOURNAL OF HOSPITALITY & TOURISM RESEARCH,SPILLOVER FROM COMPLIMENTARY ITEM-BASED PROMOTIONS: EVIDENCE FROM ATLANTIC CITY,10.1177/1096348012451453,"{develop, sustain, plan}","{park, space, price}; {travel, mode, choic}; {bus, servic, oper}"
"Parry, IWH, Walls, M, Harrington, W",2007,JOURNAL OF ECONOMIC LITERATURE,Automobile externalities and policies,10.1257/jel.45.2.373,"{polici, instrument, effect}; {price, congest, road}; {toll, lane, link}","{emiss, carbon, ghg}; {air, pollut, qualiti}"
"Fackler, AW, Niemeier, D",2014,TRANSPORTATION RESEARCH RECORD,Modern Transportation Funding and User-Pays Principle Are Drivers Paying for What They Get and Getting What They Pay For?,10.3141/2450-01,"{toll, lane, link}; {develop, sustain, plan}","{transit, rail, station}; {transport, public, access}; {travel, mode, choic}"
"Lehning, AJ",2014,JOURNAL OF AGING & SOCIAL POLICY,Local and Regional Governments and Age-Friendly Communities: A Case Study of the San Francisco Bay Area,10.1080/08959420.2014.854140,"{activ, school, health}; {transit, rail, station}; {polici, instrument, effect}; {transport, public, access}; {develop, sustain, plan}","{bus, servic, oper}"
"Sweet, MN",2014,JOURNAL OF TRANSPORT GEOGRAPHY,Do firms flee traffic congestion?,10.1016/j.jtrangeo.2014.01.005,"{price, congest, road}","{activ, school, health}; {urban, land, citi}"
"Moore, KW",2014,JOURNAL OF URBAN HISTORY,"State Impediments to Transit-Centered Planning in Milwaukee, Wisconsin, 1916-1928",10.1177/0096144213508627,"{transit, rail, station}; {develop, sustain, plan}",
"Mavromatidis, LE, Marsault, X, Lequay, H",2014,ENERGY,Daylight factor estimation at an early design stage to reduce buildings' energy consumption due to artificial lighting: A numerical approach based on Doehlert and Box-Behnken designs,10.1016/j.energy.2013.12.028,"{model, network, optim}; {energi, build, consumpt}","{develop, sustain, plan}; {heat, thermal, comfort}"
"Slater, R, Frederickson, J, Thomas, C, Wield, D, Potter, S",2007,RESOURCES CONSERVATION AND RECYCLING,A critical evaluation of partnerships in municipal waste management in England,10.1016/j.resonrec.2006.11.008,"{develop, sustain, plan}; {wast, manag, solid}","{bus, servic, oper}"
"Vujko, A, Gajic, T",2014,ECONOMIC RESEARCH-EKONOMSKA ISTRAZIVANJA,Opportunities for tourism development and cooperation in the region by improving the quality of tourism services - the 'Danube Cycle Route' case study,10.1080/1331677X.2014.975517,"{develop, sustain, plan}; {bicycl, cycl, cyclist}","{air, pollut, qualiti}; {activ, school, health}"
"Tsilemou, K, Panagiotakopoulos, D",2007,ENVIRONMENTAL ENGINEERING AND MANAGEMENT JOURNAL,Evaluating the performance of solid waste management models,,"{model, network, optim}; {wast, manag, solid}","{develop, sustain, plan}; {treatment, wastewat, plant}"
"Krajcovicova, J, Eschenroeder, AQ",2007,ENVIRONMENTAL SCIENCE & TECHNOLOGY,Comparative health risks of domestic waste combustion in urban and rural Slovakia,10.1021/es0627186,"{wast, manag, solid}; {air, pollut, qualiti}","{model, network, optim}"
"Scotti, R, Cadoni, M",2007,FOREST ECOLOGY AND MANAGEMENT,"A historical analysis of traditional common forest planning and management in Seneghe, Sardinia - Lessons for sustainable development",10.1016/j.foreco.2007.05.027,"{develop, sustain, plan}","{climat, chang, mitig}"
"Sproul, J, Wan, MP, Mandel, BH, Rosenfeld, AH",2014,ENERGY AND BUILDINGS,"Economic comparison of white, green, and black flat roofs in the United States",10.1016/j.enbuild.2013.11.058,"{green, build, roof}",
"Currie, G, Burke, M, Delbosc, A",2014,TRANSPORTATION RESEARCH RECORD,Performance of Australian Light Rail and Comparison with US Trends,10.3141/2419-02,"{transit, rail, station}; {bus, servic, oper}",
"Stewart, K",2007,TRANSPORTATION RESEARCH PART A-POLICY AND PRACTICE,Tolling traffic links under stochastic assignment: Modelling the relationship between the number and price level of tolled links and optimal traffic flows,10.1016/j.tra.2006.09.015,"{toll, lane, link}; {model, network, optim}","{vehicl, electr, charg}"
"Jones, C, Kammen, DM",2014,ENVIRONMENTAL SCIENCE & TECHNOLOGY,Spatial Distribution of US Household Carbon Footprints Reveals Suburbanization Undermines Greenhouse Gas Benefits of Urban Population Density,10.1021/es4034364,"{emiss, carbon, ghg}; {urban, land, citi}","{recycl, household, collect}; {travel, mode, choic}"
"Rhea, L, Shuster, W, Shaffer, J, Losco, R",2014,JOURNAL OF SOIL AND WATER CONSERVATION,Data proxies for assessment of urban soil suitability to support green infrastructure,10.2489/jswc.69.3.254,"{green, build, roof}; {urban, land, citi}; {park, space, price}; {treatment, wastewat, plant}",
"Liu, ZY, Meng, Q",2014,INTERNATIONAL JOURNAL OF SYSTEMS SCIENCE,Bus-based park-and-ride system: a stochastic model on multimodal network with congestion pricing schemes,10.1080/00207721.2012.743617,"{model, network, optim}; {travel, mode, choic}; {transit, rail, station}; {toll, lane, link}","{price, congest, road}"
"Torretta, V, Ragazzi, M, Trulli, E, De Feo, G, Urbini, G, Raboni, M, Rada, EC",2014,SUSTAINABILITY,Assessment of Biological Kinetics in a Conventional Municipal WWTP by Means of the Oxygen Uptake Rate Method,10.3390/su6041833,"{treatment, wastewat, plant}","{model, network, optim}; {develop, sustain, plan}"
"Bamberg, S, Hunecke, M, Blobaum, A",2007,JOURNAL OF ENVIRONMENTAL PSYCHOLOGY,"Social context, personal norms and the use of public transportation: Two field studies",10.1016/j.jenvp.2007.04.001,"{develop, sustain, plan}","{activ, school, health}; {travel, mode, choic}"
"Makkar, N, Chandra, T, Agrawal, P, Bansal, H, Singh, S, Anand, T, Gupta, MK, Kumar, R",2014,PLOS ONE,"Evaluating Awareness and Practices Pertaining to Radioactive Waste Management among Scrap Dealers in Delhi, India",10.1371/journal.pone.0091579,"{develop, sustain, plan}","{wast, manag, solid}; {activ, school, health}"
"McGuirk, P, Bulkeley, H, Dowling, R",2014,GEOFORUM,"Practices, programs and projects of urban carbon governance:. Perspectives from the Australian city",10.1016/j.geoforum.2014.01.007,"{develop, sustain, plan}; {emiss, carbon, ghg}","{transit, rail, station}; {urban, land, citi}"
"Bourne, LS",2007,CANADIAN GEOGRAPHER-GEOGRAPHE CANADIEN,Understanding change in cities: a personal research path,,"{develop, sustain, plan}; {urban, land, citi}",
"Hasan, A, McCormack, SJ, Huang, MJ, Norton, B",2014,ENERGIES,Energy and Cost Saving of a Photovoltaic-Phase Change Materials (PV-PCM) System through Temperature Regulation and Performance Enhancement of Photovoltaics,10.3390/en7031318,"{heat, thermal, comfort}","{climat, chang, mitig}"
"de Perthuis, C",2007,REVUE D ECONOMIE POLITIQUE,The Stern Review. Commitment to action in the face of climactic risk,,"{climat, chang, mitig}; {develop, sustain, plan}",
"Karou, S, Hull, A",2014,JOURNAL OF TRANSPORT GEOGRAPHY,"Accessibility modelling: predicting the impact of planned transport infrastructure on accessibility patterns in Edinburgh, UK",10.1016/j.jtrangeo.2014.01.002,"{transport, public, access}; {urban, land, citi}; {model, network, optim}","{activ, school, health}; {develop, sustain, plan}"
"Sahin, I, Altun, YB",2007,ITE JOURNAL-INSTITUTE OF TRANSPORTATION ENGINEERS,Potential Uses of Electronic Fare Payment Records for Public Transit Agencies,,"{transit, rail, station}; {bus, servic, oper}; {transport, public, access}; {develop, sustain, plan}","{urban, land, citi}; {model, network, optim}"
"Rahbee, AB",2008,TRANSPORTATION RESEARCH RECORD,"Farecard Passenger Flow Model at Chicago Transit Authority, Illinois",10.3141/2072-01,"{transit, rail, station}; {model, network, optim}","{travel, mode, choic}"
"Verdeil, E",2014,URBAN STUDIES,"The Contested Energy Future of Amman, Jordan: Between Promises of Alternative Energies and a Nuclear Venture",10.1177/0042098013500085,"{transit, rail, station}; {energi, build, consumpt}","{urban, land, citi}; {polici, instrument, effect}; {develop, sustain, plan}; {green, build, roof}"
"Baro, F, Chaparro, L, Gomez-Baggethun, E, Langemeyer, J, Nowak, DJ, Terradas, J",2014,AMBIO,"Contribution of Ecosystem Services to Air Quality and Climate Change Mitigation Policies: The Case of Urban Forests in Barcelona, Spain",10.1007/s13280-014-0507-x,"{air, pollut, qualiti}; {bus, servic, oper}; {urban, land, citi}; {climat, chang, mitig}; {green, build, roof}; {polici, instrument, effect}","{emiss, carbon, ghg}"
"Hong, SM, Paterson, G, Mumovic, D, Steadman, P",2014,BUILDING RESEARCH AND INFORMATION,Improved benchmarking comparability for energy consumption in schools,10.1080/09613218.2013.814746,"{activ, school, health}; {energi, build, consumpt}",
"Schindler, M, Caruso, G",2014,COMPUTERS ENVIRONMENT AND URBAN SYSTEMS,Urban compactness and the trade-off between air pollution emission and exposure: Lessons from a spatially explicit theoretical model,10.1016/j.compenvurbsys.2014.01.004,"{air, pollut, qualiti}; {urban, land, citi}; {green, build, roof}; {transport, public, access}; {model, network, optim}","{emiss, carbon, ghg}; {travel, mode, choic}"
"Rice, JL",2014,PROFESSIONAL GEOGRAPHER,"Public Targets, Private Choices: Urban Climate Governance in the Pacific Northwest",10.1080/00330124.2013.787011,"{climat, chang, mitig}; {develop, sustain, plan}","{polici, instrument, effect}"
"Sarrade, L, Manficat, A, Corgier, D, Burgun, VF",2007,STROJARSTVO,The GENHEPI Concept: A New Methodology for Low Energy Consumption Building Renovation and Demonstration Program,,"{energi, build, consumpt}; {develop, sustain, plan}; {emiss, carbon, ghg}","{model, network, optim}; {heat, thermal, comfort}"
"Hidalgo, D, Diaz, R",2014,TRANSPORTATION RESEARCH RECORD,Advancing Urban Mobility with National Programs Review of Colombia's National Urban Transport Policy,10.3141/2451-13,"{transport, public, access}; {develop, sustain, plan}; {urban, land, citi}; {polici, instrument, effect}; {air, pollut, qualiti}; {bus, servic, oper}; {transit, rail, station}",
"Zhuang, XL, Wu, CX",2014,ENERGY AND BUILDINGS,Saving energy when using air conditioners in offices-Behavioral pattern and design indications,10.1016/j.enbuild.2013.11.042,"{heat, thermal, comfort}","{develop, sustain, plan}; {travel, mode, choic}; {activ, school, health}"
"Hensher, DA, Puckett, SM",2007,TRANSPORTATION RESEARCH PART A-POLICY AND PRACTICE,Congestion and variable user charging as an effective travel demand management instrument,10.1016/j.tra.2006.07.002,"{price, congest, road}; {develop, sustain, plan}; {vehicl, electr, charg}","{travel, mode, choic}; {transport, public, access}"
"Baumeister, A, Schafer, C",2014,BETRIEBSWIRTSCHAFTLICHE FORSCHUNG UND PRAXIS,Bonus bank as an incentive scheme for energy savings of agents: Universities and beyond,,"{energi, build, consumpt}; {model, network, optim}; {develop, sustain, plan}",
"Jackson, J",2007,ENERGY POLICY,Are US utility standby rates inhibiting diffusion of customer-owned generating systems?,10.1016/j.enpol.2006.06.001,"{heat, thermal, comfort}","{vehicl, electr, charg}; {develop, sustain, plan}"
"Mu, YF, Wu, JZ, Jenkins, N, Jia, HJ, Wang, CS",2014,APPLIED ENERGY,A Spatial-Temporal model for grid impact analysis of plug-in electric vehicles,10.1016/j.apenergy.2013.10.006,"{vehicl, electr, charg}; {model, network, optim}","{urban, land, citi}; {develop, sustain, plan}; {transport, public, access}"
"Patton, JW",2007,ENVIRONMENT AND PLANNING A,A pedestrian world: competing rationalities and the calculation of transportation change,10.1068/a389,"{bicycl, cycl, cyclist}; {urban, land, citi}","{transport, public, access}; {develop, sustain, plan}"
"Munoz, J, Narvarte, L, Lorenzo, E",2007,PROGRESS IN PHOTOVOLTAICS,Experience with PV-diesel hybrid village power systems in southern morocco,10.1002/pip.756,"{vehicl, electr, charg}; {energi, build, consumpt}; {water, heat, suppli}; {develop, sustain, plan}; {bus, servic, oper}","{model, network, optim}"
"Givoni, M, Rietveld, P",2014,JOURNAL OF TRANSPORT GEOGRAPHY,Do cities deserve more railway stations? The choice of a departure railway station in a multiple-station region,10.1016/j.jtrangeo.2014.03.004,"{transit, rail, station}; {urban, land, citi}; {transport, public, access}","{bus, servic, oper}; {model, network, optim}; {develop, sustain, plan}"
"Dube, J, Legros, D, Theriault, M, Rosiers, FD",2014,TRANSPORTATION RESEARCH PART B-METHODOLOGICAL,A spatial Difference-in-Differences estimator to evaluate the effect of change in public mass transit systems on house prices,10.1016/j.trb.2014.02.007,"{transit, rail, station}; {model, network, optim}","{develop, sustain, plan}; {price, congest, road}; {urban, land, citi}"
"Fernandez, JM, Nieto, MA, Lopez-de-Sa, EG, Gasco, G, Mendez, A, Plaza, C",2014,SCIENCE OF THE TOTAL ENVIRONMENT,Carbon dioxide emissions from semi-arid soils amended with biochar alone or combined with mineral and organic fertilizers,10.1016/j.scitotenv.2014.02.103,"{treatment, wastewat, plant}","{emiss, carbon, ghg}"
"Damghani, AM, Savarypour, G, Zand, E, Deihimfard, R",2008,WASTE MANAGEMENT,"Municipal solid waste management in Tehran: Current practices, opportunities and challenges",10.1016/j.wasman.2007.06.01,"{wast, manag, solid}; {recycl, household, collect}",
"Shiftan, Y, Sharaby, N, Solomon, C",2008,TRANSPORTATION RESEARCH RECORD,Transport Project Appraisal in Israel,10.3141/2079-17,"{develop, sustain, plan}; {transport, public, access}","{model, network, optim}; {transit, rail, station}; {price, congest, road}"
"Bulkeley, H, Broto, VC, Maassen, A",2014,URBAN STUDIES,Low-carbon Transitions and the Reconfiguration of Urban Infrastructure,10.1177/0042098013500089,"{climat, chang, mitig}; {urban, land, citi}; {develop, sustain, plan}","{model, network, optim}"
"Wagner, A, Gossauer, E, Moosmann, C, Gropp, T, Leonhart, R",2007,ENERGY AND BUILDINGS,Thermal comfort and workplace occupant satisfaction - Results of field studies in German low energy office buildings,10.1016/j.enbuild.2007.02.013,"{heat, thermal, comfort}; {energi, build, consumpt}",
"Abel, A",2007,ENVIRONMENT AND URBANIZATION,"An analysis of solid waste generation in a traditional African city: the example of ogboMoSo, Nigeria",10.1177/0956247807082834,"{wast, manag, solid}","{urban, land, citi}; {travel, mode, choic}"
"Aziz, A, Bajwa, IU",2007,ENVIRONMENTAL MONITORING AND ASSESSMENT,Minimizing human health effects of urban air pollution through quantification and control of motor vehicular carbon monoxide (CO) in Lahore,10.1007/s10661-007-9665-7,"{air, pollut, qualiti}; {urban, land, citi}; {emiss, carbon, ghg}","{activ, school, health}"
"Wie, BW",2007,TRANSPORTATION RESEARCH PART C-EMERGING TECHNOLOGIES,Dynamic Stackelberg equilibrium congestion pricing,10.1016/j.trc.2007.03.002,"{model, network, optim}; {toll, lane, link}; {price, congest, road}",
"Li, GZ, Wang, QQ, Wang, JL",2014,INDOOR AND BUILT ENVIRONMENT,Chinese standard requirements on indoor environmental quality for assessment of energy-efficient buildings,10.1177/1420326X13507793,"{heat, thermal, comfort}; {energi, build, consumpt}; {air, pollut, qualiti}",
"Colmenar-Santos, A, Borge-Diez, D, Ortega-Cabezas, PM, Miguez-Camina, JV",2014,ENERGY,"Macro economic impact, reduction of fee deficit and profitability of a sustainable transport model based on electric mobility. Case study: City of Leon (Spain)",10.1016/j.energy.2013.11.077,"{vehicl, electr, charg}; {develop, sustain, plan}",
"Markose, S, Alentorn, A, Koesrindartoto, D, Allen, P, Blythe, P, Grosso, S",2007,JOURNAL OF ECONOMIC DYNAMICS & CONTROL,A smart market for passenger road transport (SMPRT) congestion: An application of computational mechanism design,10.1016/j.jedc.2007.01.005,"{price, congest, road}; {model, network, optim}; {travel, mode, choic}",
"Cole, C, Quddus, M, Wheatley, A, Osmani, M, Kay, K",2014,WASTE MANAGEMENT,The impact of Local Authorities' interventions on household waste collection: A case study approach using time series modelling,10.1016/j.wasman.2013.10.018,"{recycl, household, collect}; {wast, manag, solid}; {activ, school, health}","{model, network, optim}; {climat, chang, mitig}; {develop, sustain, plan}"
"Wilkinson, P, Smith, KR, Beevers, S, Tonne, C, Oreszczyn, T",2007,LANCET,"Energy and Health 4 - Energy, energy efficiency, and the built environment",10.1016/S0140-6736(07)61255-0,"{air, pollut, qualiti}; {energi, build, consumpt}","{vehicl, electr, charg}; {develop, sustain, plan}; {activ, school, health}; {emiss, carbon, ghg}"
"Choi, W, Song, HH",2014,INTERNATIONAL JOURNAL OF LIFE CYCLE ASSESSMENT,Well-to-wheel analysis on greenhouse gas emission and energy use with natural gas in Korea,10.1007/s11367-014-0704-7,"{emiss, carbon, ghg}","{develop, sustain, plan}; {transport, public, access}"
"Guttikunda, SK, Khaliquzzaman, M",2014,AIR QUALITY ATMOSPHERE AND HEALTH,"Health benefits of adapting cleaner brick manufacturing technologies in Dhaka, Bangladesh",10.1007/s11869-013-0213-z,"{emiss, carbon, ghg}","{energi, build, consumpt}; {develop, sustain, plan}; {activ, school, health}"
"Mohareb, EA, Kennedy, CA",2014,ENERGY POLICY,Scenarios of technology adoption towards low-carbon cities,10.1016/j.enpol.2013.10.070,"{emiss, carbon, ghg}; {climat, chang, mitig}","{develop, sustain, plan}; {energi, build, consumpt}; {vehicl, electr, charg}; {urban, land, citi}"
"Loiseau, P, Schwartz, G, Musacchio, J, Amin, S, Sastry, SS",2014,IEEE-ACM TRANSACTIONS ON NETWORKING,Incentive Mechanisms for Internet Congestion Management: Fixed-Budget Rebate Versus Time-of-Day Pricing,10.1109/TNET.2013.2270442,"{price, congest, road}; {model, network, optim}",
"Blumenberg, E, Thomas, T",2014,TRANSPORTATION RESEARCH RECORD,Travel Behavior of the Poor After Welfare Reform,10.3141/2452-07,"{travel, mode, choic}; {transit, rail, station}","{transport, public, access}; {develop, sustain, plan}; {activ, school, health}"
"Goncalves, P, Angrisani, G, Sasso, M, Gaspar, AR, da Silva, MG",2014,INTERNATIONAL JOURNAL OF ENERGY RESEARCH,Exergetic analysis of a desiccant cooling system: searching for performance improvement opportunities,10.1002/er.3076,"{energi, build, consumpt}; {heat, thermal, comfort}","{treatment, wastewat, plant}; {model, network, optim}; {develop, sustain, plan}"
"Aguilar-Virgen, Q, Taboada-Gonzalez, P, Ojeda-Benitez, S, Cruz-Sotelo, S",2014,RENEWABLE & SUSTAINABLE ENERGY REVIEWS,Power generation with biogas from municipal solid waste: Prediction of gas generation with in situ parameters,10.1016/j.rser.2013.10.014,"{model, network, optim}; {wast, manag, solid}","{emiss, carbon, ghg}; {treatment, wastewat, plant}; {energi, build, consumpt}"
"Dong, L, Gu, FM, Fujita, T, Hayashi, Y, Gao, J",2014,ENERGY POLICY,Uncovering opportunity of low-carbon city promotion with industrial system innovation: Case study on industrial symbiosis projects in China,10.1016/j.enpol.2013.10.019,"{recycl, household, collect}; {emiss, carbon, ghg}; {develop, sustain, plan}","{urban, land, citi}"
"Matisoff, DC, Noonan, DS, Mazzolini, AM",2014,ENVIRONMENTAL SCIENCE & TECHNOLOGY,Performance or Marketing Benefits? The Case of LEED Certification,10.1021/es4042447,"{green, build, roof}; {energi, build, consumpt}",
"Knox, H",2014,ANTHROPOLOGICAL QUARTERLY,"Footprints in the City: Models, Materiality, and the Cultural Politics of Climate Change",,"{climat, chang, mitig}; {develop, sustain, plan}","{energi, build, consumpt}"
"Kokogiannakis, G, Darkwa, J",2014,ENERGY,Support for the integration of green roof constructions within Chinese building energy performance policies,10.1016/j.energy.2013.11.076,"{green, build, roof}; {heat, thermal, comfort}; {energi, build, consumpt}",
"Cheng, DH, Li, W, Ishak, S",2014,TRANSPORTATION RESEARCH RECORD,Accounting for Travel Time Reliability and Trip Purpose in an Agent-Based Approach to Toll Pricing with Dynamic Feedback Control Case Study on I-95 Managed-Lanes Corridor,10.3141/2470-14,"{toll, lane, link}; {travel, mode, choic}; {price, congest, road}","{model, network, optim}; {bus, servic, oper}; {develop, sustain, plan}"
"Bigon, L",2007,JOURNAL OF HISTORICAL GEOGRAPHY,"Tracking ethno-cultural differences: the Lagos steam tramway, 1902-1933",10.1016/j.jhg.2006.07.002,"{develop, sustain, plan}",
"Martens, K, Benenson, I",2008,TRANSPORTATION RESEARCH RECORD,Evaluating urban parking policies with agent-based model of driver parking behavior,10.3141/2046-05,"{park, space, price}; {model, network, optim}",
"Holmgren, J, Nikopoulou, Z, Ramstedt, L, Woxenius, J",2014,TRANSPORTATION RESEARCH PART D-TRANSPORT AND ENVIRONMENT,Modelling modal choice effects of regulation on low-sulphur marine fuels in Northern Europe,10.1016/j.trd.2013.12.009,"{develop, sustain, plan}","{price, congest, road}; {transport, public, access}"
"Sultana, S, Weber, J",2014,URBAN STUDIES,The Nature of Urban Growth and the Commuting Transition: Endless Sprawl or a Growth Wave?,10.1177/0042098013498284,"{urban, land, citi}; {travel, mode, choic}","{transit, rail, station}"
"Gabay, H, Meir, IA, Schwartz, M, Werzberger, E",2014,ENERGY AND BUILDINGS,Cost-benefit analysis of green buildings: An Israeli office buildings case study,10.1016/j.enbuild.2014.02.027,"{green, build, roof}; {energi, build, consumpt}","{heat, thermal, comfort}; {develop, sustain, plan}"
"Levy, ZF, Smardon, RC, Bays, JS, Meyer, D",2014,SUSTAINABILITY,"A Point Source of a Different Color: Identifying a Gap in United States Regulatory Policy for ""Green"" CSO Treatment Using Constructed Wetlands",10.3390/su6052392,"{treatment, wastewat, plant}; {water, heat, suppli}; {green, build, roof}; {develop, sustain, plan}","{polici, instrument, effect}"
"Winston, C, Maheshri, V",2007,JOURNAL OF URBAN ECONOMICS,On the social desirability of urban rail transit systems,10.1016/j.jue.2006.07.002,"{transit, rail, station}","{price, congest, road}; {urban, land, citi}; {model, network, optim}; {bus, servic, oper}"
"dell'Olio, L, Ibeas, A, Bordagaray, M, Ortuzar, JD",2014,JOURNAL OF URBAN PLANNING AND DEVELOPMENT,Modeling the Effects of Pro Bicycle Infrastructure and Policies Toward Sustainable Urban Mobility,10.1061/(ASCE)UP.1943-5444.0000190,"{bicycl, cycl, cyclist}; {travel, mode, choic}; {develop, sustain, plan}","{transport, public, access}; {bus, servic, oper}; {climat, chang, mitig}"
"Parise, G, Martirano, L, Cecchini, G",2014,IEEE TRANSACTIONS ON INDUSTRY APPLICATIONS,Design and Energetic Analysis of an Advanced Control Upgrading Existing Lighting Systems,10.1109/TIA.2013.2272752,"{model, network, optim}","{energi, build, consumpt}; {develop, sustain, plan}; {heat, thermal, comfort}"
"Andersson, E, Barthel, S, Borgstrom, S, Colding, J, Elmqvist, T, Folke, C, Gren, A",2014,AMBIO,Reconnecting Cities to the Biosphere: Stewardship of Green Infrastructure and Urban Ecosystem Services,10.1007/s13280-014-0506-y,"{green, build, roof}; {urban, land, citi}; {bus, servic, oper}; {develop, sustain, plan}",
"Rohracher, H, Spath, P",2014,URBAN STUDIES,The Interplay of Urban Energy Policy and Socio-technical Transitions: The Eco-cities of Graz and Freiburg in Retrospect,10.1177/0042098013500360,"{develop, sustain, plan}; {transit, rail, station}; {energi, build, consumpt}","{urban, land, citi}"
"Faria, MV, Baptista, PC, Farias, TL",2014,TRANSPORTATION RESEARCH PART A-POLICY AND PRACTICE,"Electric vehicle parking in European and American context: Economic, energy and environmental analysis",10.1016/j.tra.2014.03.011,"{park, space, price}; {vehicl, electr, charg}","{develop, sustain, plan}; {price, congest, road}; {emiss, carbon, ghg}; {energi, build, consumpt}"
"Gallego, E, Perales, JF, Roca, FJ, Guardino, X",2014,SCIENCE OF THE TOTAL ENVIRONMENT,Surface emission determination of volatile organic compounds (VOC) from a closed industrial waste landfill using a self-designed static flux chamber,10.1016/j.scitotenv.2013.09.105,"{emiss, carbon, ghg}","{air, pollut, qualiti}; {treatment, wastewat, plant}; {heat, thermal, comfort}"
"Ploskic, A, Holmberg, S",2014,APPLIED THERMAL ENGINEERING,Performance evaluation of radiant baseboards (skirtings) for room heating - An analytical and experimental approach,10.1016/j.applthermaleng.2013.09.053,"{heat, thermal, comfort}","{energi, build, consumpt}"
