label,timeset,weight<total_link_strength>,weight<norm._citations>,score<citations>,score<norm._citations>,score<pub._year>,weight<links>,weight<citations>,cluster,title,source,description,url,main_topic
park (2015),,233,1.2345,5,1.2345,2015,160,5,5,"=MID(N1408,FIND(""Title:"",N1408)+15,FIND(""<"",N1408,FIND(""Title:"",N1408)+15)-FIND(""Title:"",N1408)-15)","=MID(N1408,FIND(""Source:"",N1408)+16,FIND("","",N1408,FIND(""Source:"",N1408)+15)-FIND(""Source:"",N1408)-16)","<table><tr><td>Authors:</td><td>park, s; choi, k; lee, js</td></tr><tr><td>Title:</td><td>to walk or notto walk: testing the effect of path walkability on transit users' access mode choices to the station</td></tr><tr><td>Source:</td><td>international journal of sustainable transportation, 9(8), 529-541</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1080/15568318.2013.825036,"{travel, mode, choic}"
cousins (2015),,144,2.4691,10,2.4691,2015,82,10,3,"=MID(N1409,FIND(""Title:"",N1409)+15,FIND(""<"",N1409,FIND(""Title:"",N1409)+15)-FIND(""Title:"",N1409)-15)","=MID(N1409,FIND(""Source:"",N1409)+16,FIND("","",N1409,FIND(""Source:"",N1409)+15)-FIND(""Source:"",N1409)-16)","<table><tr><td>Authors:</td><td>cousins, jj; newell, jp</td></tr><tr><td>Title:</td><td>a political-industrial ecology of water supply infrastructure for los angeles</td></tr><tr><td>Source:</td><td>geoforum, 58, 38-50</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1016/j.geoforum.2014.10.011,"{water, heat, suppli}"
wu (2015),,52,5.9258,24,5.9258,2015,48,24,1,"=MID(N1410,FIND(""Title:"",N1410)+15,FIND(""<"",N1410,FIND(""Title:"",N1410)+15)-FIND(""Title:"",N1410)-15)","=MID(N1410,FIND(""Source:"",N1410)+16,FIND("","",N1410,FIND(""Source:"",N1410)+15)-FIND(""Source:"",N1410)-16)","<table><tr><td>Authors:</td><td>wu, xk; freese, d; cabrera, a; kitch, wa</td></tr><tr><td>Title:</td><td>electric vehicles' energy consumption measurement and estimation</td></tr><tr><td>Source:</td><td>transportation research part d-transport and environment, 34, 52-67</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1016/j.trd.2014.10.007,"{vehicl, electr, charg}"
wilson (2015),,55,3.2098,13,3.2098,2015,21,13,6,"=MID(N1411,FIND(""Title:"",N1411)+15,FIND(""<"",N1411,FIND(""Title:"",N1411)+15)-FIND(""Title:"",N1411)-15)","=MID(N1411,FIND(""Source:"",N1411)+16,FIND("","",N1411,FIND(""Source:"",N1411)+15)-FIND(""Source:"",N1411)-16)","<table><tr><td>Authors:</td><td>wilson, dc; rodic, l; cowing, mj; velis, ca; whiteman, ad; scheinberg, a; vilches, r; masterson, d; stretz, j; oelz, b</td></tr><tr><td>Title:</td><td>'wasteaware' benchmark indicators for integrated sustainable waste management in cities</td></tr><tr><td>Source:</td><td>waste management, 35, 329-342</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1016/j.wasman.2014.10.006,"{wast, manag, solid}"
lin (2015),,76,4.6912,19,4.6912,2015,64,19,4,"=MID(N1412,FIND(""Title:"",N1412)+15,FIND(""<"",N1412,FIND(""Title:"",N1412)+15)-FIND(""Title:"",N1412)-15)","=MID(N1412,FIND(""Source:"",N1412)+16,FIND("","",N1412,FIND(""Source:"",N1412)+15)-FIND(""Source:"",N1412)-16)","<table><tr><td>Authors:</td><td>lin, bq; liu, hx</td></tr><tr><td>Title:</td><td>china's building energy efficiency and urbanization</td></tr><tr><td>Source:</td><td>energy and buildings, 86, 356-365</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1016/j.enbuild.2014.09.069,"{energi, build, consumpt}"
lin (2015),,64,2.9629,12,2.9629,2015,45,12,4,"=MID(N1413,FIND(""Title:"",N1413)+15,FIND(""<"",N1413,FIND(""Title:"",N1413)+15)-FIND(""Title:"",N1413)-15)","=MID(N1413,FIND(""Source:"",N1413)+16,FIND("","",N1413,FIND(""Source:"",N1413)+15)-FIND(""Source:"",N1413)-16)","<table><tr><td>Authors:</td><td>lin, bq; liu, hx</td></tr><tr><td>Title:</td><td>a study on the energy rebound effect of china's residential building energy efficiency</td></tr><tr><td>Source:</td><td>energy and buildings, 86, 608-618</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1016/j.enbuild.2014.10.049,"{energi, build, consumpt}"
chandel (2015),,71,1.7283,7,1.7283,2015,44,7,4,"=MID(N1414,FIND(""Title:"",N1414)+15,FIND(""<"",N1414,FIND(""Title:"",N1414)+15)-FIND(""Title:"",N1414)-15)","=MID(N1414,FIND(""Source:"",N1414)+16,FIND("","",N1414,FIND(""Source:"",N1414)+15)-FIND(""Source:"",N1414)-16)","<table><tr><td>Authors:</td><td>chandel, ss; sarkar, a</td></tr><tr><td>Title:</td><td>performance assessment of a passive solar building for thermal comfort and energy saving in a hilly terrain of india</td></tr><tr><td>Source:</td><td>energy and buildings, 86, 873-885</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1016/j.enbuild.2014.10.035,"{heat, thermal, comfort}"
king (2015),,153,1.7283,7,1.7283,2015,97,7,5,"=MID(N1415,FIND(""Title:"",N1415)+15,FIND(""<"",N1415,FIND(""Title:"",N1415)+15)-FIND(""Title:"",N1415)-15)","=MID(N1415,FIND(""Source:"",N1415)+16,FIND("","",N1415,FIND(""Source:"",N1415)+15)-FIND(""Source:"",N1415)-16)","<table><tr><td>Authors:</td><td>king, ke; clarke, pj</td></tr><tr><td>Title:</td><td>a disadvantaged advantage in walkability: findings from socioeconomic and geographical analysis of national built environment data in the united states</td></tr><tr><td>Source:</td><td>american journal of epidemiology, 181(1), 17-25</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1093/aje/kwu310,"{activ, school, health}"
wang (2015),,224,1.2345,5,1.2345,2015,178,5,2,"=MID(N1416,FIND(""Title:"",N1416)+15,FIND(""<"",N1416,FIND(""Title:"",N1416)+15)-FIND(""Title:"",N1416)-15)","=MID(N1416,FIND(""Source:"",N1416)+16,FIND("","",N1416,FIND(""Source:"",N1416)+15)-FIND(""Source:"",N1416)-16)","<table><tr><td>Authors:</td><td>wang, ym; potoglou, d; orford, s; gong, y</td></tr><tr><td>Title:</td><td>bus stop, property price and land value tax: a multilevel hedonic analysis with quantile calibration</td></tr><tr><td>Source:</td><td>land use policy, 42, 381-391</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1016/j.landusepol.2014.07.017,"{bus, servic, oper}"
diao (2015),,132,1.9753,8,1.9753,2015,49,8,2,"=MID(N1417,FIND(""Title:"",N1417)+15,FIND(""<"",N1417,FIND(""Title:"",N1417)+15)-FIND(""Title:"",N1417)-15)","=MID(N1417,FIND(""Source:"",N1417)+16,FIND("","",N1417,FIND(""Source:"",N1417)+15)-FIND(""Source:"",N1417)-16)","<table><tr><td>Authors:</td><td>diao, m</td></tr><tr><td>Title:</td><td>selectivity, spatial autocorrelation and the valuation of transit accessibility</td></tr><tr><td>Source:</td><td>urban studies, 52(1), 159-177</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1177/0042098014523686,"{transit, rail, station}"
xia (2015),,104,4.6912,19,4.6912,2015,72,19,5,"=MID(N1418,FIND(""Title:"",N1418)+15,FIND(""<"",N1418,FIND(""Title:"",N1418)+15)-FIND(""Title:"",N1418)-15)","=MID(N1418,FIND(""Source:"",N1418)+16,FIND("","",N1418,FIND(""Source:"",N1418)+15)-FIND(""Source:"",N1418)-16)","<table><tr><td>Authors:</td><td>xia, t; nitschke, m; zhang, y; shah, p; crabb, s; hansen, a</td></tr><tr><td>Title:</td><td>traffic-related air pollution and health co-benefits of alternative transport in adelaide, south australia</td></tr><tr><td>Source:</td><td>environment international, 74, 281-290</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1016/j.envint.2014.10.004,"{air, pollut, qualiti}"
zahmatkesh (2015),,35,3.4567,14,3.4567,2015,30,14,3,"=MID(N1419,FIND(""Title:"",N1419)+15,FIND(""<"",N1419,FIND(""Title:"",N1419)+15)-FIND(""Title:"",N1419)-15)","=MID(N1419,FIND(""Source:"",N1419)+16,FIND("","",N1419,FIND(""Source:"",N1419)+15)-FIND(""Source:"",N1419)-16)","<table><tr><td>Authors:</td><td>zahmatkesh, z; burian, sj; karamouz, m; tavakol-davani, h; goharian, e</td></tr><tr><td>Title:</td><td>low-impact development practices to mitigate climate change effects on urban stormwater runoff: case study of new york city</td></tr><tr><td>Source:</td><td>journal of irrigation and drainage engineering, 141(1)</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1061/(asce)ir.1943-4774.0000770,
wang (2015),,62,1.2345,5,1.2345,2015,38,5,2,"=MID(N1420,FIND(""Title:"",N1420)+15,FIND(""<"",N1420,FIND(""Title:"",N1420)+15)-FIND(""Title:"",N1420)-15)","=MID(N1420,FIND(""Source:"",N1420)+16,FIND("","",N1420,FIND(""Source:"",N1420)+15)-FIND(""Source:"",N1420)-16)","<table><tr><td>Authors:</td><td>wang, y; monzon, a; di ciommo, f</td></tr><tr><td>Title:</td><td>assessing the accessibility impact of transport policy by a land-use and transport interaction model - the case of madrid</td></tr><tr><td>Source:</td><td>computers environment and urban systems, 49, 126-135</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1016/j.compenvurbsys.2014.03.005,"{polici, instrument, effect}"
sussams (2015),,53,1.4814,6,1.4814,2015,41,6,3,"=MID(N1421,FIND(""Title:"",N1421)+15,FIND(""<"",N1421,FIND(""Title:"",N1421)+15)-FIND(""Title:"",N1421)-15)","=MID(N1421,FIND(""Source:"",N1421)+16,FIND("","",N1421,FIND(""Source:"",N1421)+15)-FIND(""Source:"",N1421)-16)","<table><tr><td>Authors:</td><td>sussams, lw; sheate, wr; eales, rp</td></tr><tr><td>Title:</td><td>green infrastructure as a climate change adaptation policy intervention: muddying the waters or clearing a path to a more secure future?</td></tr><tr><td>Source:</td><td>journal of environmental management, 147, 184-193</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1016/j.jenvman.2014.09.003,"{climat, chang, mitig}"
hochmair (2015),,78,1.2345,5,1.2345,2015,54,5,5,"=MID(N1422,FIND(""Title:"",N1422)+15,FIND(""<"",N1422,FIND(""Title:"",N1422)+15)-FIND(""Title:"",N1422)-15)","=MID(N1422,FIND(""Source:"",N1422)+16,FIND("","",N1422,FIND(""Source:"",N1422)+15)-FIND(""Source:"",N1422)-16)","<table><tr><td>Authors:</td><td>hochmair, hh</td></tr><tr><td>Title:</td><td>assessment of bicycle service areas around transit stations</td></tr><tr><td>Source:</td><td>international journal of sustainable transportation, 9(1), 15-29</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1080/15568318.2012.719998,"{bicycl, cycl, cyclist}"
heidarinejad (2014),,79,1.218,9,1.218,2014,64,9,4,"=MID(N1423,FIND(""Title:"",N1423)+15,FIND(""<"",N1423,FIND(""Title:"",N1423)+15)-FIND(""Title:"",N1423)-15)","=MID(N1423,FIND(""Source:"",N1423)+16,FIND("","",N1423,FIND(""Source:"",N1423)+15)-FIND(""Source:"",N1423)-16)","<table><tr><td>Authors:</td><td>heidarinejad, m; dahlhausen, m; mcmahon, s; pyke, c; srebric, j</td></tr><tr><td>Title:</td><td>cluster analysis of simulated energy use for leed certified u.s. office buildings</td></tr><tr><td>Source:</td><td>energy and buildings, 85, 86-97</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1016/j.enbuild.2014.09.017,"{energi, build, consumpt}"
ghahramani (2014),,74,1.8946,14,1.8946,2014,44,14,4,"=MID(N1424,FIND(""Title:"",N1424)+15,FIND(""<"",N1424,FIND(""Title:"",N1424)+15)-FIND(""Title:"",N1424)-15)","=MID(N1424,FIND(""Source:"",N1424)+16,FIND("","",N1424,FIND(""Source:"",N1424)+15)-FIND(""Source:"",N1424)-16)","<table><tr><td>Authors:</td><td>ghahramani, a; jazizadeh, f; becerik-gerber, b</td></tr><tr><td>Title:</td><td>a knowledge based approach for selecting energy-aware and comfort-driven hvac temperature set points</td></tr><tr><td>Source:</td><td>energy and buildings, 85, 536-548</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1016/j.enbuild.2014.09.055,"{heat, thermal, comfort}"
bernad-beltran (2014),,76,0.812,6,0.812,2014,42,6,6,"=MID(N1425,FIND(""Title:"",N1425)+15,FIND(""<"",N1425,FIND(""Title:"",N1425)+15)-FIND(""Title:"",N1425)-15)","=MID(N1425,FIND(""Source:"",N1425)+16,FIND("","",N1425,FIND(""Source:"",N1425)+15)-FIND(""Source:"",N1425)-16)","<table><tr><td>Authors:</td><td>bernad-beltran, d; simo, a; bovea, md</td></tr><tr><td>Title:</td><td>attitude towards the incorporation of the selective collection of biowaste in a municipal solid waste management system. a case study</td></tr><tr><td>Source:</td><td>waste management, 34(12), 2434-2444</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1016/j.wasman.2014.08.023,"{wast, manag, solid}"
zhang (2014),,215,1.3533,10,1.3533,2014,140,10,8,"=MID(N1426,FIND(""Title:"",N1426)+15,FIND(""<"",N1426,FIND(""Title:"",N1426)+15)-FIND(""Title:"",N1426)-15)","=MID(N1426,FIND(""Source:"",N1426)+16,FIND("","",N1426,FIND(""Source:"",N1426)+15)-FIND(""Source:"",N1426)-16)","<table><tr><td>Authors:</td><td>zhang, fn; yang, h; liu, w</td></tr><tr><td>Title:</td><td>the downs-thomson paradox with responsive transit service</td></tr><tr><td>Source:</td><td>transportation research part a-policy and practice, 70, 244-263</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1016/j.tra.2014.10.022,"{transit, rail, station}"
blanco (2014),,70,1.7593,13,1.7593,2014,59,13,4,"=MID(N1427,FIND(""Title:"",N1427)+15,FIND(""<"",N1427,FIND(""Title:"",N1427)+15)-FIND(""Title:"",N1427)-15)","=MID(N1427,FIND(""Source:"",N1427)+16,FIND("","",N1427,FIND(""Source:"",N1427)+15)-FIND(""Source:"",N1427)-16)","<table><tr><td>Authors:</td><td>blanco, jm; arriaga, p; roji, e; cuadrado, j</td></tr><tr><td>Title:</td><td>investigating the thermal behavior of double-skin perforated sheet facades: part a: model characterization and validation procedure</td></tr><tr><td>Source:</td><td>building and environment, 82, 50-62</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1016/j.buildenv.2014.08.007,"{heat, thermal, comfort}"
burman (2014),,78,2.842,21,2.842,2014,65,21,4,"=MID(N1428,FIND(""Title:"",N1428)+15,FIND(""<"",N1428,FIND(""Title:"",N1428)+15)-FIND(""Title:"",N1428)-15)","=MID(N1428,FIND(""Source:"",N1428)+16,FIND("","",N1428,FIND(""Source:"",N1428)+15)-FIND(""Source:"",N1428)-16)","<table><tr><td>Authors:</td><td>burman, e; mumovic, d; kimpian, j</td></tr><tr><td>Title:</td><td>towards measurement and verification of energy performance under the framework of the european directive for energy performance of buildings</td></tr><tr><td>Source:</td><td>energy, 77, 153-163</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1016/j.energy.2014.05.102,"{energi, build, consumpt}"
friedman (2014),,58,1.7593,13,1.7593,2014,43,13,4,"=MID(N1429,FIND(""Title:"",N1429)+15,FIND(""<"",N1429,FIND(""Title:"",N1429)+15)-FIND(""Title:"",N1429)-15)","=MID(N1429,FIND(""Source:"",N1429)+16,FIND("","",N1429,FIND(""Source:"",N1429)+15)-FIND(""Source:"",N1429)-16)","<table><tr><td>Authors:</td><td>friedman, c; becker, n; erell, e</td></tr><tr><td>Title:</td><td>energy retrofit of residential building envelopes in israel: a cost-benefit analysis</td></tr><tr><td>Source:</td><td>energy, 77, 183-193</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1016/j.energy.2014.06.019,"{heat, thermal, comfort}"
kwon (2014),,141,0.812,6,0.812,2014,68,6,3,"=MID(N1430,FIND(""Title:"",N1430)+15,FIND(""<"",N1430,FIND(""Title:"",N1430)+15)-FIND(""Title:"",N1430)-15)","=MID(N1430,FIND(""Source:"",N1430)+16,FIND("","",N1430,FIND(""Source:"",N1430)+15)-FIND(""Source:"",N1430)-16)","<table><tr><td>Authors:</td><td>kwon, m; jang, hs; feiock, rc</td></tr><tr><td>Title:</td><td>climate protection and energy sustainability policy in california cities: what have we learned?</td></tr><tr><td>Source:</td><td>journal of urban affairs, 36(5), 905-924</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1111/juaf.12094,"{polici, instrument, effect}"
rakowska (2014),,43,1.3533,10,1.3533,2014,34,10,5,"=MID(N1431,FIND(""Title:"",N1431)+15,FIND(""<"",N1431,FIND(""Title:"",N1431)+15)-FIND(""Title:"",N1431)-15)","=MID(N1431,FIND(""Source:"",N1431)+16,FIND("","",N1431,FIND(""Source:"",N1431)+15)-FIND(""Source:"",N1431)-16)","<table><tr><td>Authors:</td><td>rakowska, a; wong, kc; townsend, t; chan, kl; westerdahl, d; ng, s; mocnik, g; drinovec, l; ning, z</td></tr><tr><td>Title:</td><td>impact of traffic volume and composition on the air quality and pedestrian exposure in urban street canyon</td></tr><tr><td>Source:</td><td>atmospheric environment, 98, 260-270</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1016/j.atmosenv.2014.08.073,"{air, pollut, qualiti}"
pereira (2014),,48,1.3533,10,1.3533,2014,28,10,4,"=MID(N1432,FIND(""Title:"",N1432)+15,FIND(""<"",N1432,FIND(""Title:"",N1432)+15)-FIND(""Title:"",N1432)-15)","=MID(N1432,FIND(""Source:"",N1432)+16,FIND("","",N1432,FIND(""Source:"",N1432)+15)-FIND(""Source:"",N1432)-16)","<table><tr><td>Authors:</td><td>pereira, ld; raimondo, d; corgnati, sp; da silva, mg</td></tr><tr><td>Title:</td><td>energy consumption in schools - a review paper</td></tr><tr><td>Source:</td><td>renewable & sustainable energy reviews, 40, 911-922</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1016/j.rser.2014.08.010,"{energi, build, consumpt}"
ferrara (2014),,46,3.7893,28,3.7893,2014,25,28,4,"=MID(N1433,FIND(""Title:"",N1433)+15,FIND(""<"",N1433,FIND(""Title:"",N1433)+15)-FIND(""Title:"",N1433)-15)","=MID(N1433,FIND(""Source:"",N1433)+16,FIND("","",N1433,FIND(""Source:"",N1433)+15)-FIND(""Source:"",N1433)-16)","<table><tr><td>Authors:</td><td>ferrara, m; fabrizio, e; virgone, j; filippi, m</td></tr><tr><td>Title:</td><td>a simulation-based optimization method for cost-optimal analysis of nearly zero energy buildings</td></tr><tr><td>Source:</td><td>energy and buildings, 84, 442-457</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1016/j.enbuild.2014.08.031,"{energi, build, consumpt}"
komurlu (2014),,69,1.218,9,1.218,2014,62,9,4,"=MID(N1434,FIND(""Title:"",N1434)+15,FIND(""<"",N1434,FIND(""Title:"",N1434)+15)-FIND(""Title:"",N1434)-15)","=MID(N1434,FIND(""Source:"",N1434)+16,FIND("","",N1434,FIND(""Source:"",N1434)+15)-FIND(""Source:"",N1434)-16)","<table><tr><td>Authors:</td><td>komurlu, r; arditi, d; gurgun, ap</td></tr><tr><td>Title:</td><td>applicability of leed's energy and atmosphere category in three developing countries</td></tr><tr><td>Source:</td><td>energy and buildings, 84, 690-697</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1016/j.enbuild.2014.07.095,"{energi, build, consumpt}"
ricciardi (2014),,123,1.3533,10,1.3533,2014,42,10,6,"=MID(N1435,FIND(""Title:"",N1435)+15,FIND(""<"",N1435,FIND(""Title:"",N1435)+15)-FIND(""Title:"",N1435)-15)","=MID(N1435,FIND(""Source:"",N1435)+16,FIND("","",N1435,FIND(""Source:"",N1435)+15)-FIND(""Source:"",N1435)-16)","<table><tr><td>Authors:</td><td>ricciardi, p; belloni, e; cotana, f</td></tr><tr><td>Title:</td><td>innovative panels with recycled materials: thermal and acoustic performance and life cycle assessment</td></tr><tr><td>Source:</td><td>applied energy, 134, 150-162</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1016/j.apenergy.2014.07.112,"{heat, thermal, comfort}"
spickermann (2014),,87,1.624,12,1.624,2014,62,12,3,"=MID(N1436,FIND(""Title:"",N1436)+15,FIND(""<"",N1436,FIND(""Title:"",N1436)+15)-FIND(""Title:"",N1436)-15)","=MID(N1436,FIND(""Source:"",N1436)+16,FIND("","",N1436,FIND(""Source:"",N1436)+15)-FIND(""Source:"",N1436)-16)","<table><tr><td>Authors:</td><td>spickermann, a; grienitz, v; von der gracht, ha</td></tr><tr><td>Title:</td><td>heading towards a multimodal city of the future? multi-stakeholder scenarios for urban mobility</td></tr><tr><td>Source:</td><td>technological forecasting and social change, 89, 201-221</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1016/j.techfore.2013.08.036,"{develop, sustain, plan}"
nordfjaern (2014),,82,1.0826,8,1.0826,2014,46,8,7,"=MID(N1437,FIND(""Title:"",N1437)+15,FIND(""<"",N1437,FIND(""Title:"",N1437)+15)-FIND(""Title:"",N1437)-15)","=MID(N1437,FIND(""Source:"",N1437)+16,FIND("","",N1437,FIND(""Source:"",N1437)+15)-FIND(""Source:"",N1437)-16)","<table><tr><td>Authors:</td><td>nordfjaern, t; simsekoglu, o; rundmo, t</td></tr><tr><td>Title:</td><td>the role of deliberate planning, car habit and resistance to change in public transportation mode use</td></tr><tr><td>Source:</td><td>transportation research part f-traffic psychology and behaviour, 27, 90-98</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1016/j.trf.2014.09.010,"{transport, public, access}"
sanchez-braza (2014),,67,0.812,6,0.812,2014,54,6,3,"=MID(N1438,FIND(""Title:"",N1438)+15,FIND(""<"",N1438,FIND(""Title:"",N1438)+15)-FIND(""Title:"",N1438)-15)","=MID(N1438,FIND(""Source:"",N1438)+16,FIND("","",N1438,FIND(""Source:"",N1438)+15)-FIND(""Source:"",N1438)-16)","<table><tr><td>Authors:</td><td>sanchez-braza, a; cansino, jm; lerma, e</td></tr><tr><td>Title:</td><td>main drivers for local tax incentives to promote electric vehicles: the spanish case</td></tr><tr><td>Source:</td><td>transport policy, 36, 1-9</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1016/j.tranpol.2014.06.010,"{vehicl, electr, charg}"
qian (2014),,263,2.03,15,2.03,2014,149,15,7,"=MID(N1439,FIND(""Title:"",N1439)+15,FIND(""<"",N1439,FIND(""Title:"",N1439)+15)-FIND(""Title:"",N1439)-15)","=MID(N1439,FIND(""Source:"",N1439)+16,FIND("","",N1439,FIND(""Source:"",N1439)+15)-FIND(""Source:"",N1439)-16)","<table><tr><td>Authors:</td><td>qian, z; rajagopal, r</td></tr><tr><td>Title:</td><td>optimal dynamic parking pricing for morning commute considering expected cruising time</td></tr><tr><td>Source:</td><td>transportation research part c-emerging technologies, 48, 468-490</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1016/j.trc.2014.08.020,"{park, space, price}"
du (2014),,112,2.3006,17,2.3006,2014,69,17,1,"=MID(N1440,FIND(""Title:"",N1440)+15,FIND(""<"",N1440,FIND(""Title:"",N1440)+15)-FIND(""Title:"",N1440)-15)","=MID(N1440,FIND(""Source:"",N1440)+16,FIND("","",N1440,FIND(""Source:"",N1440)+15)-FIND(""Source:"",N1440)-16)","<table><tr><td>Authors:</td><td>du, b; wang, dzw</td></tr><tr><td>Title:</td><td>continuum modeling of park-and-ride services considering travel time reliability and heterogeneous commuters - a linear complementarity system approach</td></tr><tr><td>Source:</td><td>transportation research part e-logistics and transportation review, 71, 58-81</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1016/j.tre.2014.08.008,"{model, network, optim}"
gao (2014),,22,1.3533,10,1.3533,2014,9,10,4,"=MID(N1441,FIND(""Title:"",N1441)+15,FIND(""<"",N1441,FIND(""Title:"",N1441)+15)-FIND(""Title:"",N1441)-15)","=MID(N1441,FIND(""Source:"",N1441)+16,FIND("","",N1441,FIND(""Source:"",N1441)+15)-FIND(""Source:"",N1441)-16)","<table><tr><td>Authors:</td><td>gao, yf; xu, jm; yang, sc; tang, xm; zhou, q; ge, j; xu, tf; levinson, r</td></tr><tr><td>Title:</td><td>cool roofs in china: policy review, building simulations, and proof-of-concept experiments</td></tr><tr><td>Source:</td><td>energy policy, 74, 190-214</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1016/j.enpol.2014.05.036,"{heat, thermal, comfort}"
hall (2014),,117,1.218,9,1.218,2014,60,9,3,"=MID(N1442,FIND(""Title:"",N1442)+15,FIND(""<"",N1442,FIND(""Title:"",N1442)+15)-FIND(""Title:"",N1442)-15)","=MID(N1442,FIND(""Source:"",N1442)+16,FIND("","",N1442,FIND(""Source:"",N1442)+15)-FIND(""Source:"",N1442)-16)","<table><tr><td>Authors:</td><td>hall, s; foxon, tj</td></tr><tr><td>Title:</td><td>values in the smart grid: the co-evolving political economy of smart distribution</td></tr><tr><td>Source:</td><td>energy policy, 74, 600-609</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1016/j.enpol.2014.08.018,"{transit, rail, station}"
liu (2014),,270,1.624,12,1.624,2014,134,12,1,"=MID(N1443,FIND(""Title:"",N1443)+15,FIND(""<"",N1443,FIND(""Title:"",N1443)+15)-FIND(""Title:"",N1443)-15)","=MID(N1443,FIND(""Source:"",N1443)+16,FIND("","",N1443,FIND(""Source:"",N1443)+15)-FIND(""Source:"",N1443)-16)","<table><tr><td>Authors:</td><td>liu, zy; wang, sa; meng, q</td></tr><tr><td>Title:</td><td>optimal joint distance and time toll for cordon-based congestion pricing</td></tr><tr><td>Source:</td><td>transportation research part b-methodological, 69, 81-97</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1016/j.trb.2014.08.005,"{toll, lane, link}"
basso (2014),,270,0.812,6,0.812,2014,152,6,8,"=MID(N1444,FIND(""Title:"",N1444)+15,FIND(""<"",N1444,FIND(""Title:"",N1444)+15)-FIND(""Title:"",N1444)-15)","=MID(N1444,FIND(""Source:"",N1444)+16,FIND("","",N1444,FIND(""Source:"",N1444)+15)-FIND(""Source:"",N1444)-16)","<table><tr><td>Authors:</td><td>basso, lj; silva, he</td></tr><tr><td>Title:</td><td>efficiency and substitutability of transit subsidies and other urban transport policies</td></tr><tr><td>Source:</td><td>american economic journal-economic policy, 6(4), 1-33</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1257/pol.6.4.1,"{transit, rail, station}"
