,abstract,doc,number,topic,topic_size
410,"Built with great expectations to connect Africa with growing global trade in the nineteenth century, many of Africa's cities today have economies that are predominantly local-not regional or global in their reach. At the same time, Africa's cities are experiencing rapid population growth, with the urban population predicted to exceed 1 billion by 2040. Why have Africa's urban economies not been able to keep pace with their burgeoning populations and get into the production of regionally and globally tradable goods and services? And what should policy-makers focus on to renew expectations about Africa's cities? This paper makes the case that as long as African cities lack functioning land markets and regulations and early, coordinated infrastructure investments, they will remain local cities: closed to regional and global markets, trapped into producing only locally traded goods and services, and limited in their economic growth.",WOS:000405510200008,2040,Urban form,
411,"The increasing trend in the consumption of various materials has also led to a huge increase in the final waste streams especially in the form of municipal solid waste (MSW) and the consequent environmental pollutions in particular greenhouse gas (GHG) emissions. These have made MSW management a significant environmental issue for governments and policy-makers. To address these challenges, developed countries have implemented sustainable material management (SMM) strategies which have been comprehensively reviewed herein. Moreover, waste generation statistics reported for most of the developed and developing countries as well as the existing gaps in MSW management among these countries have been fully discussed. The present paper was also aimed at comprehensively assessing electricity generation potentials from MSW using an integrated solid waste management system (including three different technologies of anaerobic digestion (AD), incineration, and pyrolysis-gasification) while the consequent GHG emission reduction potentials as a result of their implementation were also explored. To facilitate the understanding of the potential impacts of these treatment strategies, Iran's data were used as a case study. More specifically, the theoretical and technical potentials of electricity generation were calculated and the GHG emission reduction potentials were estimated using a life cycle assessment (LCA) approach. Overall, it was found that 5005.4-5545.8 GW h of electricity could be generated from MSW in Iran annually which could lead to approximately 3561-4844 thousand tons of avoided CO(2)eq. Such GHG reductions would be translated into approximately 0.5% of Iran's annual GHG emissions and would be considered a promising achievement given Iran's international GHGs reduction commitment, i.e., 4% reduction of anthropogenic GHGs emissions by 2030 below the business as usual scenario. Such findings could also be modeled for the other developing countries around the world where efficient MSW management is yet to be implemented.",WOS:000410011500032,2030,GHG emissions,
412,"In the context of the urban agglomeration and the rapid development of rail transit, the planning of the Beijing-Tianjin-Hebei Region (BTHR) rail transit 2020 is attracting attention. The BTHR is a natural disaster-prone area and a high-risk area for terrorist attacks; the robustness of the area is critical to the sustainable development of North China. Therefore, it is necessary to analyze the vulnerability of the regional planning rail transit network. This paper builds a model of planning regional rail transit in BTHR. A critical node recognition measure is designed according to the connectivity reliability of nodes. The method of Monte Carlo simulation of node connectivity reliability is applied based on link connectivity probability. In addition, a model of detecting multi-measure recognition and detecting Core-Nodes is proposed. Finally, the paper analyzes the impact of multiple attack modes on the network performance from the aspects of network performance within region and transit demand outside the region, and analyzes the vulnerability of the BTHR planning rail transit network.",WOS:000408861800193,2020,Rail transit,
413,"This paper employs a review of the technical literature to estimate the potential decrease in greenhouse gas (GHG) emissions that could be achieved by increasing the application of gas engines in China in three sectors: urban public transport vehicle; shipping; and thermal power plants. China's gas engine development strategies and three types of gas resource are discussed in the study, which indicates that gas engines could decrease GHG emissions by 520 megatonnes (Mt) of carbon dioxide equivalent (CO2e) by 2020. This would account for 9.7 % of the government's target for decreasing GHG emissions and is dominated by methane recovery from the use of coal mine gas (CMG) and landfill gas (LFG) for power generation. In the public urban transport vehicle and shipping sectors the low price of natural gas and the increasing demand for the control of harmful emissions could spur the rapid uptake of gas engine vehicles. However, the development of CMG-and LFG-fuelled power plants has been limited by the unwillingness of local enterprises to invest in high-performance gas engine generators and the associated infrastructure. Therefore, further compulsory policies that promote CMG use and LFG recovery should be implemented. Moreover, strict regulations on limiting methane leakage during the production and distribution of gas fuels are urgently needed in China to prevent leakage causing GHG emissions and largely negating the climate benefits of fuel substitution. Strategies for increasing the application of gas engines, promoting gas resources and recovering methane in China are instrumental in global GHG mitigation strategies.",WOS:000405606900001,2020,GHG emissions,
414,"The intensive energy consumption in urban sectors is aggravating global warming, which triggers an in-depth thinking about energy-carbon nexus and low-carbon city actions. Hence, China has launched a pilot low-carbon city program to explore low-carbon pathways since 2010. This study employed a Long-range Energy Alternatives Planning System model (LEAP) to simulate six energy sectors-related GHG emissions in a pilot low-carbon Ningbo city, China. The LEAP-Ningbo model comprises three basic modules, i.e. energy supply, energy transformation and end-use energy demand in six urban sectors (i.e., household, service, agriculture, transport, industry, and transformation sectors), and resulting environmental impacts (CO2 equivalents). The results identified by the business as usual (BAU) scenario indicate that total energy consumption is expected to reach 449.72 Mtce and results in emissions of 651.83 Mt CO2, by 2050. In contrast, more aggressive policies and strategies involved in the integrated scenario (INT), which combines the energy structure optimization (ESO) scenario with the policy-oriented energy saving (PES) scenario, can lower energy demand by 14% and CO2e emissions by 27%. A comparison among global cities and low-carbon plans helps identify the carbon emission level and define the actionable low-carbon policies. The high correlation between sectoral energy use and resulting GHG emissions implies energy-carbon reduction efforts,e.g., low-carbon energy substitution, intensive energy-saving policies, the improvement of energy efficiency, and industrial transformation. Achieving low-carbon city targets requires timeline-restricted actions and backgrounds-based measures in plans. The results of this study shed light on if and how cities can shape energy-carbon reduction trajectories and develop low-carbon pathways in China and beyond. (C) 2017 Elsevier Ltd. All rights reserved.",WOS:000403028500045,2050,Energy efficiency & consumption,
415,"As highlighted in the outcome of the Paris Agreement at the 21st Conference of Parties of the United Nations Framework Convention on Climate Change there has been a recent push for the stronger mitigation actions of cities, regions, and local governments. Energy efficiency is a tool that can be leveraged by not only industry or national governments but also cities, regions, and local governments for mitigation purposes. However, studies on energy efficiency as a mitigation tool thus far have focused on the national or transnational scale, and on certain sectors of industry. The purpose of this paper is to find the most cost-efficient energy efficiency measures (EEMs) at the city, region, and local government level. To that end, this paper examines the yearly energy savings and greenhouse gas (GHG) reduction intensity, as well as energy savings and GHG reduction efficiency, in the case of EEMs conducted by South Korean local governments. Yearly energy savings intensity and GHG reduction intensity are estimated to be in the range of 0.094 similar to 0.375 tonne of oil equivalent (TOE)/M-KRW (million Korean won) and 0.287 similar to 1.180 tCO2e/M-KRW. Results show that inverter installation at water and sewage treatment plants and improvement of pump efficiency are the most cost-efficient EEMs. Moreover, energy savings efficiency and GHG reduction efficiency are within the range of 18.29 similar to 45.31 %, at an average of 30.5 % GHG reduction potential. If this reduction potential is applied to the buildings and facilities regulated and run by cities/local governments, there is a worldwide reduction potential of 1.023 billion tCO(2) compared to 2020 business as usual levels.",WOS:000405606900002,2020,Energy efficiency & consumption,
416,"Germany has one of the most ambitious climate policy goals worldwide, having pledged to reduce national emissions by 40% by 2020, and 80-95% by 2050 (base year: 1990). 2015 data suggests that progress on decarbonisation has slowed, also because emissions from the transport sector have grown. Road transport, which is contributing 20.5% to Germany's CO2 emissions, has become a major obstacle to achieving the country's policy goals. This paper analyses energy use from road transport in order to provide a better understanding of emissions from this sub-sector. Data is derived from representative longitudinal household surveys as well as mobility and fuel diaries for the period 2002-2015. Analysis reveals significant growth in energy-inefficient car choices, as well as considerable differences in mobility patterns (distances driven, driving styles) and actual fuel consumption between car segments. Findings suggest that German transport policies will fail to deliver significant emission reductions if complexities in car model choices and use patterns are ignored. Both command-and-control and market-based measures will be needed to align the transport sector with climate goals, while persisting policy inconsistencies will also have to be addressed. Findings are of central relevance for EU-wide and global climate policy in the transport sector:",WOS:000400532900040,2020,Public transport,
417,"Germany has one of the most ambitious climate policy goals worldwide, having pledged to reduce national emissions by 40% by 2020, and 80-95% by 2050 (base year: 1990). 2015 data suggests that progress on decarbonisation has slowed, also because emissions from the transport sector have grown. Road transport, which is contributing 20.5% to Germany's CO2 emissions, has become a major obstacle to achieving the country's policy goals. This paper analyses energy use from road transport in order to provide a better understanding of emissions from this sub-sector. Data is derived from representative longitudinal household surveys as well as mobility and fuel diaries for the period 2002-2015. Analysis reveals significant growth in energy-inefficient car choices, as well as considerable differences in mobility patterns (distances driven, driving styles) and actual fuel consumption between car segments. Findings suggest that German transport policies will fail to deliver significant emission reductions if complexities in car model choices and use patterns are ignored. Both command-and-control and market-based measures will be needed to align the transport sector with climate goals, while persisting policy inconsistencies will also have to be addressed. Findings are of central relevance for EU-wide and global climate policy in the transport sector:",WOS:000400532900040,2050,Public transport,
418,"The objective of this study is to analyze the CO2 emissions and economic impacts of the implementation of the National Efficient Cooking Program (NECP) in Ecuador, which aims to migrate the population from Liquefied Petroleum Gas (LPG)-based stoves to electric induction stoves. This program is rooted in the current effort to change Ecuador's energy balance, with hydroelectric power expected to generate 83.61% of national electricity by 2022, ending the need for subsidized LPG. For this analysis, the 2014 baseline situation has been compared with two future scenarios for 2022: a business-as-usual scenario and an NECP-success scenario. This study demonstrates the viability of migration from imported fossil fuels to locally-produced renewable energy as the basis for an efficient cooking facility. The new policies scenario would save US$ 1.162 billion in annual government expenditure on cooking subsidies, and reducing CO2 emissions associated to energy for cooking in 1.8 tCO(2)/Y.",WOS:000405158200018,2022,Energy efficiency & consumption,
419,"The objective of this study is to analyze the CO2 emissions and economic impacts of the implementation of the National Efficient Cooking Program (NECP) in Ecuador, which aims to migrate the population from Liquefied Petroleum Gas (LPG)-based stoves to electric induction stoves. This program is rooted in the current effort to change Ecuador's energy balance, with hydroelectric power expected to generate 83.61% of national electricity by 2022, ending the need for subsidized LPG. For this analysis, the 2014 baseline situation has been compared with two future scenarios for 2022: a business-as-usual scenario and an NECP-success scenario. This study demonstrates the viability of migration from imported fossil fuels to locally-produced renewable energy as the basis for an efficient cooking facility. The new policies scenario would save US$ 1.162 billion in annual government expenditure on cooking subsidies, and reducing CO2 emissions associated to energy for cooking in 1.8 tCO(2)/Y.",WOS:000405158200018,2022,Energy efficiency & consumption,
420,"State-of-the-art research suggests that energy systems are best evaluated using exergy analysis, as exergy represents the real value of an energy source, demonstrating it to be the only rational basis for evaluation. After discovering the lack of thermodynamic integration into stock modelling, this paper presents the development of an exergy-based building stock model. The aim of this paper is twofold. Firstly, to investigate the impact of large-scale future energy retrofit scenarios in the English and Welsh (E&W) non-domestic sector, and secondly, to determine the potential of exergy analysis in improving sectoral efficiency and its potential implications on exergy-oriented policy making. The research explores seven different large-scale future retrofit scenarios that encompass typical, low-carbon, and low-exergy approaches. Modelling results show that by 2050, current regulations have the potential to reduce carbon emissions by up to 49.0 +/- 2.9% and increasing sector thermodynamic efficiency from 10.7% to 13.7%. On the other hand, a low-exergy oriented scenario based on renewable electricity and heat pumps is able to reduce carbon emissions by 88.2 +/- 2.4%, achieving a sectoral exergy efficiency of 19.8%. This modelling framework can provide energy policy makers with new insights on policy options based on exergy indicators and the assessment of their potential impact.",WOS:000400532900045,2050,GHG emissions,
421,"Cities are expected to play a major role in carbon emissions mitigation. A key step in decoupling urban economy from carbon emissions is to understand the full impact of socioeconomic development on urban metabolism over time. Herein, we establish a system-based framework for modeling the variation of urban carbon metabolism through time by integrating a metabolic flow inventory, input output model, and network analysis. Using Beijing as a case study, we track the historical trajectory of carbon flows embodied in urban final consumption over 1985-2012. We find that while the tendency of increase in direct carbon emission continues within this time frame, consumption-based carbon footprint might have peaked around 2010. Significant transitions in emission intensity and roles sectors play in transferring carbon over the period are important signs of decoupling urban development from carbonization. Our further analysis of driving factors reveals a strong competition between efficiency gains and consumption level rise, showing a cumulative contribution of -584% and 494% to total carbon footprint, respectively. Projection into a future pathway suggests there is still a great potential for carbon mitigation for the city, but a,strong mitigation plan is required to achieve such decarbonization before 2030. By bridging temporal metabolic model and socioeconomic planning, this framework fills one of the main gaps between monitoring of urban metabolism and design of a low carbon economy.",WOS:000405056200029,2030,GHG emissions,
422,"The aim of this research is to model the market penetration of energy efficient appliances in the residential sector. The analysis focuses on six major appliances refrigerators, freezers, clothes washers, clothes dryers, and ranges to forecast their market penetration and market share during the years 2012 -2050. Models were developed for each category using 22 years of historical data related to population, household income, immigration, and appliance price. These variables were selected based on the statistical tests of twelve macroeconomic variables. The market shares of high efficiency appliances were analyzed based on the related capital costs, operating costs, lifetime, and incentive. The results show that in Alberta the market penetration growth rate of dishwashers is higher than that of all other appliances, with a projected 30.52% increase between 2012 and 2050. The modeling results also indicate that the average annual energy consumption by refrigerators will decrease from 560.9 kWh in 2012 to 460.8 kWh in 2050, and this decrease indicates an annual energy efficiency improvement of 0.47%. In addition, the effect of an incentive on adopting high energy efficiency appliances and ultimately on energy efficiency improvement in Alberta is more effective for dishwashers and clothes washers. (C) 2017 Elsevier Ltd. All rights reserved.",WOS:000408288100080,2050,Energy efficiency & consumption,
423,"This study uses microsimulation modelling to simulate the carbon emissions from daily travel in Beijing and evaluate the effects of key low carbon transport polices in Beijing in 2025. Four key low carbon transport polices are selected, including the public transport improvement policy, public bike policy, energy efficiency improvement policy, and electric vehicle development policy. We found that under the combined effects of public transport improvement, public bike development, energy efficiency improvement, and electric vehicle development, the carbon emission in daily travel can be reduced by 43% in Beijing, which amounts to 4.3 million tonnes of CO2 per year. The public transport improvement and public bike development can be realized under the current technology status, and if these two policies are combined, the emission reduction is 24%, which is higher than the energy efficiency improvement scenario. Electric vehicle ownership in 2025 in Beijing will increase to 1.04 million under enhanced scenario, accounting for 18.4% of total vehicles. Compared with baseline scenario, under enhanced scenario not only consumers who want to purchase additional vehicles, but also consumers who want to replace existing vehicles are attracted to buy additional vehicles.",WOS:000405158200055,2025,e-Vehicles,
424,"This study uses microsimulation modelling to simulate the carbon emissions from daily travel in Beijing and evaluate the effects of key low carbon transport polices in Beijing in 2025. Four key low carbon transport polices are selected, including the public transport improvement policy, public bike policy, energy efficiency improvement policy, and electric vehicle development policy. We found that under the combined effects of public transport improvement, public bike development, energy efficiency improvement, and electric vehicle development, the carbon emission in daily travel can be reduced by 43% in Beijing, which amounts to 4.3 million tonnes of CO2 per year. The public transport improvement and public bike development can be realized under the current technology status, and if these two policies are combined, the emission reduction is 24%, which is higher than the energy efficiency improvement scenario. Electric vehicle ownership in 2025 in Beijing will increase to 1.04 million under enhanced scenario, accounting for 18.4% of total vehicles. Compared with baseline scenario, under enhanced scenario not only consumers who want to purchase additional vehicles, but also consumers who want to replace existing vehicles are attracted to buy additional vehicles.",WOS:000405158200055,2025,e-Vehicles,
425,"Cities are responsible for up to 70% of global carbon emissions and 75% of global energy consumption. By 2050 it is estimated that 70% of the world's population will live in cities. The critical challenge for contemporary urbanism, therefore, is to understand how to develop the knowledge, capacity and capability for public agencies, the private sector and multiple users in city-regions (i.e. the city and its wider hinterland) to re-engineer systemically their built environment and urban infrastructure in response to climate change and resource constraints. To inform transitions to urban sustainability, key stakeholders' perceptions were sought though a participatory backcasting and scenario foresight process in order to illuminate challenging but realistic socio-technical scenarios for the systemic retrofit of core UK city-regions. The challenge of conceptualizing complex urban transitions is explored across multiple socio-technical regimes' (housing, non-domestic buildings, urban infrastructure), scales (building, neighbourhood, city-region), and domains (energy, water, use of resources) within a participatory process. The development of three archetypal guiding visions' of retrofit city-regional futures developed through this process are discussed, along with the contribution that such foresight processes might play in opening up' the governance and strategic navigation of urban sustainability.",WOS:000321886600002,2050,Urban form,
426,"The UK housing stock will play an important role in achieving the 2050 national carbon reduction targets. Upgrading the energy performance of the existing housing stock is a significant challenge because retrofit activities are shaped by a wide range of fragmented policies, programmes and actors. Existing approaches to housing retrofit focus on regulations, financial incentives and information provision, but it is argued these are insufficient to realize large-scale, deep changes in energy consumption. An agenda is proposed for systemic domestic retrofit to realize radical changes in the housing stock through community-based partnerships. These programmes are based on a social practices approach that promotes social innovation. Wide-ranging energy-efficiency upgrades can be achieved through the development and realization of customized solutions to local groups of houses through facilitated engagement between occupants, housing providers, community groups, local authorities and construction professionals. Community-based domestic retrofit programmes serve to reframe the governance of household energy performance and suggest alternative routes for realizing significant reductions in energy demand through changes in the socio-technical configuration of materials, competences and images of domestic energy practices.",WOS:000321886600006,2050,Energy efficiency & consumption,
427,"Cities worldwide face the challenges of accommodating a growing population, while reducing emissions to meet climate mitigation targets. Public transit investments are often proposed as a way to curb emissions while maintaining healthy urban economies. However, cities face a system-level challenge in that transportation systems have cascading effects on land use and economic development. Understanding how an improved public transit system could affect urban growth and emissions requires a system-level view of a city, to anticipate side effects that could run counter to policy goals. To address this knowledge gap, we conducted a case study on the rapidly growing Research Triangle, North Carolina (USA) region, which has proposed to build a Light Railway by 2026 along a heavily used transportation corridor between the cities of Durham and Chapel Hill. At the same time, Durham County has set a goal of lowering greenhouse gas emissions by 30% from a 2005 baseline by 2030. In collaboration with local stakeholders, we developed a system dynamics model to simulate how Light Rail transit and concurrent policies could help or hinder these sustainable growth goals. The Durham-Orange Light Rail Project (D-O LRP) model simulates urban-regional dynamics between 2000 and 2040, including feedbacks from energy spending on economic growth and from land scarcity on development. Counter to expectations, model scenarios that included Light Rail had as much as 5% higher regional energy use and CO2 emissions than business-as-usual (BAU) by 2040 despite many residents choosing to use public transit instead of private vehicles. This was largely due to an assumption that Light Rail increases demand for commercial development in the station areas, creating new jobs and attracting new residents. If regional solar capacity grew to 640 MW, this would offset the emissions growth, mostly from new buildings, that is indirectly due to Light Rail. National trends in building and automobile energy efficiency, as well as federal emissions regulation under the Clean Power Plan, would also allow significant progress toward the 2030 Durham emissions reduction goal. By simulating the magnitude of technology and policy effects, the D-O LRP model can enable policy makers to make strategic choices about regional growth.",WOS:000402724900018,2026,Rail transit,
428,"Cities worldwide face the challenges of accommodating a growing population, while reducing emissions to meet climate mitigation targets. Public transit investments are often proposed as a way to curb emissions while maintaining healthy urban economies. However, cities face a system-level challenge in that transportation systems have cascading effects on land use and economic development. Understanding how an improved public transit system could affect urban growth and emissions requires a system-level view of a city, to anticipate side effects that could run counter to policy goals. To address this knowledge gap, we conducted a case study on the rapidly growing Research Triangle, North Carolina (USA) region, which has proposed to build a Light Railway by 2026 along a heavily used transportation corridor between the cities of Durham and Chapel Hill. At the same time, Durham County has set a goal of lowering greenhouse gas emissions by 30% from a 2005 baseline by 2030. In collaboration with local stakeholders, we developed a system dynamics model to simulate how Light Rail transit and concurrent policies could help or hinder these sustainable growth goals. The Durham-Orange Light Rail Project (D-O LRP) model simulates urban-regional dynamics between 2000 and 2040, including feedbacks from energy spending on economic growth and from land scarcity on development. Counter to expectations, model scenarios that included Light Rail had as much as 5% higher regional energy use and CO2 emissions than business-as-usual (BAU) by 2040 despite many residents choosing to use public transit instead of private vehicles. This was largely due to an assumption that Light Rail increases demand for commercial development in the station areas, creating new jobs and attracting new residents. If regional solar capacity grew to 640 MW, this would offset the emissions growth, mostly from new buildings, that is indirectly due to Light Rail. National trends in building and automobile energy efficiency, as well as federal emissions regulation under the Clean Power Plan, would also allow significant progress toward the 2030 Durham emissions reduction goal. By simulating the magnitude of technology and policy effects, the D-O LRP model can enable policy makers to make strategic choices about regional growth.",WOS:000402724900018,2040,Rail transit,
429,"Cities worldwide face the challenges of accommodating a growing population, while reducing emissions to meet climate mitigation targets. Public transit investments are often proposed as a way to curb emissions while maintaining healthy urban economies. However, cities face a system-level challenge in that transportation systems have cascading effects on land use and economic development. Understanding how an improved public transit system could affect urban growth and emissions requires a system-level view of a city, to anticipate side effects that could run counter to policy goals. To address this knowledge gap, we conducted a case study on the rapidly growing Research Triangle, North Carolina (USA) region, which has proposed to build a Light Railway by 2026 along a heavily used transportation corridor between the cities of Durham and Chapel Hill. At the same time, Durham County has set a goal of lowering greenhouse gas emissions by 30% from a 2005 baseline by 2030. In collaboration with local stakeholders, we developed a system dynamics model to simulate how Light Rail transit and concurrent policies could help or hinder these sustainable growth goals. The Durham-Orange Light Rail Project (D-O LRP) model simulates urban-regional dynamics between 2000 and 2040, including feedbacks from energy spending on economic growth and from land scarcity on development. Counter to expectations, model scenarios that included Light Rail had as much as 5% higher regional energy use and CO2 emissions than business-as-usual (BAU) by 2040 despite many residents choosing to use public transit instead of private vehicles. This was largely due to an assumption that Light Rail increases demand for commercial development in the station areas, creating new jobs and attracting new residents. If regional solar capacity grew to 640 MW, this would offset the emissions growth, mostly from new buildings, that is indirectly due to Light Rail. National trends in building and automobile energy efficiency, as well as federal emissions regulation under the Clean Power Plan, would also allow significant progress toward the 2030 Durham emissions reduction goal. By simulating the magnitude of technology and policy effects, the D-O LRP model can enable policy makers to make strategic choices about regional growth.",WOS:000402724900018,2030,Rail transit,
430,"Energy usage of households accounts for a significant portion of total energy consumption and carbon emissions: Scottish homes today are highly energy consumers emitting on average 3 tonnes of CO2 per house annually and the amount exceeds the UK average of 2.75 tonnes of CO2. Moreover, 26% of the households are actually facing fuel poverty and it is therefore a critical task to efficiently manage and minimise energy trends in housing in order to meet carbon dioxide (CO2) emission reduction and energy consumption cut targets such as 80% overall cuts in carbon emissions by 2080 for the UK, compared with 1990 levels. The study has been undertaken within the Zero Energy Mass Custom Homes (ZEMCH) research network's demonstration projects e.g. 'ZEMCH 109'. The existing post-council end-terraced house was intended to be extended in South Ayrshire, Scotland in 2012. As part of the project, the Building Environments Analysis Unit (BEAU) research centre has conducted a post occupancy monitoring of the energy and indoor environmental conditions e.g. indoor air temperature, relative humidity and CO2 levels in the Scottish affordable home which will also continue even after the construction of the newly built extension and the refurbishment of the existing home. It is therefore important for the successful demonstration of the ZEMCH 109 project and for the purpose of this study that a detailed monitoring and a post occupancy evaluation (POE) of the exiting NRGStyle home are performed sufficiently in order to investigate the relationship between energy consumption and the indoor environmental conditions and cross-checked with the accepted standards.",WOS:000322933300009,2080,Energy efficiency & consumption,
431,"This paper reports the insights into environmental impacts of the ongoing transformative land use and transport developments in Greater Beijing, from a new suite of dynamic land use, spatial equilibrium and strategic transport models that is calibrated for medium to long term land use and transport predictions. The model tests are focused on urban passenger travel demand and associated emissions within the municipality of Beijing, accounting for Beijing's land use and transport interactions with Tianjin, Hebei and beyond. The findings suggests that background trends of urbanization, economic growth and income rises will continue to be very powerful drivers for urban passenger travel demand across all main modes of transport beyond 2030. In order to achieve the dual policy aims for a moderately affluent and equitable nation and reducing the absolute levels of urban transport emissions by 2030, road charging and careful micro-level coordination between land use, built form and public transport provision may need to be considered together for policy implementation in the near future. (C) 2017 The Authors. Published by Elsevier Ltd.",WOS:000401398500011,2030,Public transport,
432,"A 10-year prediction of changes in climatic parameters in Tehran metropolis which is faced with increasing environmental issues shows that, by 2021, temperature and precipitation will increase with a steeper slope in comparison to the past. In this study, 14 urban environmental risks raised by changes in temperature and precipitation were identified. Then, the risks were quantified and prioritized using climate change risk assessment method and AHP (Analytic Hierarchy Process) rendered by Expert Choice software. Finally, several strategies were provided for mitigating impacts and making adaptation to changes of climatic parameters. Results showed that defensive strategies were the optimal strategies.",WOS:000406894600014,2021,Climate change mitigation,
433,"Residential buildings account for about one-third of the final energy demand in Norway. Many cost-effective measures for reducing heat losses in buildings are known, and their implementation may make the building sector one of the largest contributors to climate change mitigation. To determine the sectoral emission reduction potential, we model a complete transformation of the dwelling stock by 2050 by applying both renovation and reconstruction with different energy standards. We propose a new dynamic stock model with an optimization routine to identify and prioritize buildings with the highest energy saving potential. We combine material flow analysis (MFA) and life cycle assessment (LCA) techniques to extend the sectoral boundary beyond direct household emissions. Despite an expected population growth of almost 50% between 2000 and 2050, sectoral carbon emissions in that period may drop between 30% and 40% for scenarios where the stock is completely transformed by either reconstruction or renovation to the passive house standard. Due to its lower upstream impact, renovation leads to a lower sectoral carbon footprint than reconstruction. Full transformation, however, is not sufficient to achieve an emissions reduction of 50% or more, as required on average to limit global warming to 2 degrees Celsius, because hot water generation, appliances, and lighting will dominate the sectoral footprint once the stock has been transformed. A first estimate of the additional impact of realistic energy efficiency and lifestyle changes in the nonheating part of the sector reveals a maximal total reduction potential of about 75%.",WOS:000322719300007,2050,GHG emissions,
434,"Utilising energy efficiency to lower energy demand in buildings is a key policy goal of the European Commission. This paper presents the results of bottom-up modelling to elucidate the impact of energy efficiency on the EU building stock up to 2050 under three different scenarios. The modelling is performed for eight individual EU countries and a ninth hypothetical entity that represents the remaining nineteen EU countries. The scenarios highlight the roles of different levels of efficiency improvements in the context of increasing floor area and the demand for energy services. From the results it can be concluded that the EC 2020 goals for primary energy savings can be met by focussing on a combination of minimum efficiency construction standards, improved conversion efficiency standards for final energy to useful energy, and a >= 2% annual improvement in end-use efficiency applied at the useful energy level. A comparison of the results obtained in the present study for Spain with the estimates of savings documented in the Spanish Energy Efficiency Action Plan indicate that the plan could lead to the closing of the energy efficiency gap for buildings in that country by 2020. (c) 2013 Elsevier Ltd. All rights reserved.",WOS:000323355600017,2050,Energy efficiency & consumption,
435,"Utilising energy efficiency to lower energy demand in buildings is a key policy goal of the European Commission. This paper presents the results of bottom-up modelling to elucidate the impact of energy efficiency on the EU building stock up to 2050 under three different scenarios. The modelling is performed for eight individual EU countries and a ninth hypothetical entity that represents the remaining nineteen EU countries. The scenarios highlight the roles of different levels of efficiency improvements in the context of increasing floor area and the demand for energy services. From the results it can be concluded that the EC 2020 goals for primary energy savings can be met by focussing on a combination of minimum efficiency construction standards, improved conversion efficiency standards for final energy to useful energy, and a >= 2% annual improvement in end-use efficiency applied at the useful energy level. A comparison of the results obtained in the present study for Spain with the estimates of savings documented in the Spanish Energy Efficiency Action Plan indicate that the plan could lead to the closing of the energy efficiency gap for buildings in that country by 2020. (c) 2013 Elsevier Ltd. All rights reserved.",WOS:000323355600017,2020,Energy efficiency & consumption,
436,"Fire Station 72 (FS72) in Issaquah, Wash., is a new 11,400 ft(2) (1022 m(2)) 24-hour facility that meets the Architecture 2030 Challenge target of 70% reduction in energy use compared to typical regional fire stations. The project met these ambitious goals using super-insulation, energy recovery ventilation, a ground source heat pump system for space conditioning and domestic water heating, solar water preheat, high-efficiency appliances, and advanced lighting design and controls. The station, operated by Eastside Fire and Rescue, houses three rotating shifts of six fire fighters at a time. It includes offices, living quarters, three truck bays, and support spaces. It received LEED v3.0 Platinum certification.",WOS:000326131900019,2030,Heating & cooling systems,
437,"The building sector in Romania is dominated by residential buildings that are old and have poor thermal performance. As a member of the European Union, Romania has to reach the objectives imposed by the Directive 2009/28/EC and to fulfill the requirements of the Energy Performance of Buildings Directive (EPBD) by year 2020. The implementation of these concepts in Romania consists into thermal rehabilitation of the existing buildings, applying the latest thermal performance characteristics in new buildings and establishing the certificate of energy performance. The following paper presents the literature review of the state of building energy performance in Romania. The purpose of the literature review analysis is to provide a snapshot on the existing building energy efficiency and future perspectives on the implementation of high performance buildings in Romania. The implementation of concepts such as the Passive House (PH), nearly Zero Energy Buildings (nZEB) and Net Zero Energy Buildings (NZEB) are discussed in order to help the decision makers to achieve the 2020 objectives. The results of the reviewed publications and case studies are classified under three categories: policy and regulations, technology and feasibility. Finally a holistic perspective on the Strength, Weakness, Opportunities and Threats (SWOTs) of energy efficiency in Romania's residential building sector is presented.",WOS:000401492900026,2020,Building energy standards,
438,"The building sector in Singapore consumes up to half of the nation's total energy. The government has therefore been urging the transformation of the industry by targeting 80% of all buildings to be green-certified by 2030. Thus far, Singapore has done relatively well, and is widely viewed as frontrunner in this respect. This paper addresses the question: what are the benefits and limitations of Singapore's sectoral innovation system in spurring an energy transition in the building sector, in particular by up-scaling the use of green building technology? The Sectoral Innovation Systems (SIS) theoretical framework was used to analyze the Singapore case. Four SIS components were assessed: technological regime, market demand, actor interactions and networks, and institutional framework. The benefits of Singapore's sectoral innovation system identified in the analysis basically concern aspects of all of the four elements of SIS. Particular success factors concerned the launching of an integrated strategy to support green building innovations (i.e., the Green Mark policy scheme), implementing support policies, and setting up test beds. Furthermore, a masterplan to engage and educate end-users was implemented, knowledge exchange platforms were set up, regulations on the use of efficient equipment in buildingswere issued, and standards and a certification system were adopted. The results also shed light on key barriers, namely, the reluctance of building users to change their habits, ineffective stakeholder collaboration, and green buildings innovation support coming from the government only. Measures in place have been moderately effective.",WOS:000404133200050,2030,Building energy standards,
